22,22,22,0,0,0,22,22,22,22,22,22,22,23,0,0,0
24,143,143,25,178,178,27,143,143,143,70,70,70,70,25,0,0
24,26,57,49,63,134,27,28,26,26,49,133,133,133,133,71,0
24,26,49,133,63,134,54,56,57,57,49,63,134,134,134,135,50
24,26,49,63,134,134,134,645,133,60,60,68,66,66,66,64,65
24,26,49,63,134,134,134,66,66,135,136,136,69,67,67,67,65
24,26,49,63,134,134,134,64,67,67,65,646,641,641,641,642,604
24,26,49,63,134,134,66,64,65,0,647,648,649,649,650,638,604
24,57,49,63,134,134,64,67,65,0,647,648,651,0,652,638,604
24,49,133,63,134,134,64,65,0,0,647,648,653,654,652,655,604
24,49,63,134,134,134,64,65,166,166,166,656,657,658,658,655,659
24,49,63,134,134,134,64,65,27,31,190,46,0,660,661,661,659
24,662,663,664,664,134,64,65,54,55,47,107,48,0,0,0,96
24,26,31,31,31,46,64,65,0,101,142,63,135,72,0,0,96
36,57,57,57,57,49,71,65,0,103,104,66,64,65,0,0,96
0,37,60,60,60,60,132,72,0,0,106,67,67,65,0,0,96
0,0,109,136,136,136,136,605,0,0,147,177,0,177,0,177,96
0,0,0,0,0,0,0,129,130,0,96,177,0,177,0,177,0
0,0,0,0,0,0,0,0,191,434,96,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
