12,14
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,17408,17408,17408,768,768,768,17408,17408,17408,17408,17408,17408,17408,17408
16384,16384,16384,16384,17408,17408,17408,768,768,768,17408,17408,17408,17408,768,768,768,768
16384,16384,16384,16384,17408,17408,768,768,768,768,17408,17408,17408,17408,768,768,768,768
16384,16384,16384,16384,17408,17408,768,768,768,768,768,768,512,512,512,512,512,512
16384,16384,16384,16384,17408,17408,768,768,768,768,512,512,512,512,512,512,512,512
16384,16384,16384,16384,17408,17408,768,768,768,768,512,512,512,512,7,7,512,512
16384,16384,16384,16384,17408,17408,768,768,768,512,512,512,512,512,7,7,512,512
16384,16384,16384,16384,17408,17408,768,768,768,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,17408,768,768,768,768,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,17408,768,768,768,768,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,17408,768,768,768,768,512,512,512,17408,17408,17408,512,512,512
16384,16384,16384,16384,17408,768,768,768,768,512,512,512,17408,17408,768,512,512,512
16384,16384,16384,16384,17408,17408,17408,17408,17408,512,512,512,768,768,768,512,512,512
16384,16384,16384,16384,17408,17408,17408,17408,17408,512,515,515,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8704,8704,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16390,8710,8710,16384,16384,16384,16384,16384,16384
