0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,372,37,38,35,36,37,38,35,36,37,38,35,36,37,0,0,0,0,0,0,0,0,0,0
43,20,14,40,15,16,14,40,15,16,14,40,15,16,14,40,0,0,0,0,0,0,0,0,0
44,22,176,373,19,42,17,18,19,42,17,18,19,42,17,18,19,0,0,0,0,0,0,0,0
39,24,25,96,97,16,14,40,15,16,14,40,15,16,14,40,15,16,0,0,0,0,0,0,0
41,26,27,26,27,42,17,18,19,42,17,18,19,42,17,18,19,42,17,0,0,0,0,0,0
43,20,28,20,28,20,14,40,15,16,14,21,15,16,14,21,15,16,14,21,0,0,0,0,0
44,22,23,22,23,22,176,183,187,188,100,46,47,99,100,46,47,374,100,46,47,0,0,0,0
39,24,25,24,25,24,48,178,49,49,49,49,49,49,49,49,49,375,376,377,49,189,0,0,0
41,26,27,26,27,26,102,103,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
43,20,28,20,28,340,341,179,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
44,22,23,22,378,136,0,0,379,379,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
39,24,25,24,380,136,0,0,0,0,0,379,379,52,52,52,52,222,381,52,52,58,0,0,0
41,26,27,26,382,52,0,0,0,0,0,0,0,51,52,52,52,222,162,52,52,58,0,0,0
43,20,28,20,28,342,0,0,0,0,0,0,0,383,52,52,52,222,162,52,52,52,210,211,0
0,22,23,22,23,22,0,0,0,0,0,0,0,383,52,52,52,222,162,52,52,52,190,212,0
0,0,25,24,25,24,48,0,0,0,0,0,0,51,52,52,52,222,162,52,52,58,213,214,0
0,0,0,26,27,26,55,53,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
0,0,0,0,28,20,48,181,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
0,0,0,0,0,22,45,103,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
0,0,0,0,0,0,48,54,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
0,0,0,0,0,0,0,53,52,52,52,52,52,52,52,52,52,222,162,52,52,58,0,0,0
0,0,0,0,0,0,0,0,60,60,60,60,60,200,124,125,60,384,343,385,60,60,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0
