0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,51,51,51,51,51,952,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,953,953,0,0,953,953,0,0,953,953,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,385,954,0,384,385,954,0,384,385,954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,385,954,0,384,385,954,0,384,385,954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,103,0,0,409,103,0,0,409,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,103,0,0,409,103,0,0,409,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,405,103,0,0,405,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,103,0,0,405,103,0
0,51,51,51,51,51,51,51,51,51,51,952,0,0,0,0,0,0,0,0,0,0,411,405,103,411,411,409,103,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,103,103,410,410,410,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,406,406,406,406,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0
0,4,0,0,0,955,955,0,0,955,955,0,0,955,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,266,103,0,0,266,103,0,0,266,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,266,103,0,0,266,103,0,0,266,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,266,103,0,0,409,103,0,0,409,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,266,103,0,0,409,103,0,0,409,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,266,103,0,0,405,103,0,0,405,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,266,103,0,0,405,103,0,0,405,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,266,103,411,411,405,103,411,411,409,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,266,410,103,410,410,103,103,410,410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,53,406,406,406,103,103,406,406,406,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,266,103,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,387,956,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
