0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9,8,10,22,9,8,10,22,9,8,10,22,9,8,10,22,9,8,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,125,5,22,21,8,5,22,21,8,5,22,21,8,5,22,21,8,5,11,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,126,127,44,10,22,9,44,10,22,9,44,10,22,9,44,10,22,9,44,11,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0
128,640,114,66,7,6,5,10,7,6,5,10,7,6,5,10,7,6,5,10,7,11,5,10,0,0,0,0,0,0,0,0,0,0,0,0
0,24,11,66,25,44,282,8,22,21,22,8,22,21,22,8,22,21,22,8,22,950,950,8,22,0,0,0,0,0,0,0,0,0,0,0
0,0,106,11,200,0,0,0,5,21,22,44,5,21,22,44,5,21,22,44,5,21,22,44,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68,93,0,0,0,0,7,6,8,9,7,6,8,9,7,6,8,9,7,6,8,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,22,5,10,21,22,5,10,21,22,5,10,21,22,5,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,22,8,6,10,22,8,6,10,22,8,6,10,22,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,21,22,7,9,21,22,7,9,21,22,21,5,21,22,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,8,22,44,6,8,22,44,6,8,22,44,6,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,8,8,9,5,8,8,9,5,8,8,21,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,21,7,5,10,21,7,5,10,21,7,5,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,7,6,22,22,7,6,22,22,7,6,22,22,21,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,282,10,10,8,22,44,10,8,22,44,10,8,22,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,9,6,7,8,9,6,7,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,199,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
