10,9
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,17664,17664,17664,8192,17664,1280
16384,16384,16384,17664,256,256,1,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,17664,256,256,0,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384
