0,1,1,1,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,2,0,0,149,147,148,0,0,0,0
0,2,0,0,0,151,150,964,0,0,0
0,2,0,3,0,4,965,0,174,4,0
0,2,0,3,5,6,0,7,38,966,7
0,2,35,0,5,6,0,7,38,967,7
0,2,36,37,0,6,0,7,38,967,7
0,2,0,40,41,6,0,7,38,967,7
0,2,0,0,44,6,0,7,38,967,7
0,2,0,3,0,6,0,7,38,967,7
0,2,0,3,5,6,0,7,38,967,7
0,2,35,0,5,6,0,7,38,967,7
0,2,36,37,0,6,0,7,38,967,7
0,2,0,40,41,6,0,7,38,967,7
0,2,0,0,44,6,0,7,38,967,7
0,2,0,3,0,6,0,7,38,967,7
0,0,0,3,5,6,0,7,38,967,7
0,0,0,0,5,6,0,7,38,967,7
0,0,0,0,0,6,0,7,38,967,7
0,0,0,0,0,8,9,7,968,45,7
0,0,0,0,0,0,0,0,10,156,0
0,0,0,0,0,0,0,0,0,0,0
