0,0,0,0,0,0,0,0,0,0,0
11,12,13,13,93,12,0,0,0,0,0
11,14,15,16,95,94,17,0,0,0,0
18,19,20,15,96,16,96,21,0,0,0
11,22,23,24,15,122,969,970,15,0,0
18,14,25,26,27,47,971,972,973,28,0
11,22,24,25,29,258,49,50,0,0,0
11,19,23,24,29,258,49,50,0,0,0
18,14,25,26,27,258,49,50,0,0,0
18,22,24,23,29,258,49,50,0,0,0
11,22,25,20,30,258,49,50,0,0,0
11,14,25,23,27,258,49,50,0,0,0
11,19,20,25,30,258,49,50,0,0,0
11,31,23,24,29,258,49,50,0,0,0
11,14,26,26,27,258,49,50,0,0,0
18,19,24,25,29,258,49,50,0,0,0
11,22,25,24,29,258,49,50,0,0,0
0,14,25,32,27,258,49,50,0,0,0
0,0,20,25,29,258,49,50,0,0,0
0,0,0,20,29,258,49,50,0,0,0
0,0,0,0,27,33,49,50,0,0,0
0,0,0,0,0,0,0,50,0,0,0
0,0,0,0,0,0,0,0,34,0,0
