0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,244,244,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,949,0,0,0,0,0,0,0,0,0,0,950,951,952,458,253,459,459,459,261,354,458,0,0,0,0,0,0,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,953,0,0,0,0,0,0,0,0,0,954,459,955,459,460,460,460,460,459,459,956,266,371,371,371,371,371,957,958,959,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,0,0,0,0
0,0,2,2,2,960,961,228,228,228,228,228,228,228,228,962,963,963,964,459,459,459,460,459,965,321,502,228,228,228,228,954,966,321,203,228,228,228,172,130,130,130,967,968,27,41,27,0,0,0,0,0,0
0,0,0,2,2,2,2,546,27,339,27,27,339,27,25,202,228,228,228,962,963,963,964,955,459,321,203,18,27,339,27,969,970,971,2,27,339,27,339,27,339,27,27,972,2,27,339,27,0,0,0,0,0
0,0,0,0,2,2,2,2,546,33,25,33,33,25,33,339,56,339,25,202,228,228,228,962,963,971,2,27,2,33,25,33,202,461,18,2,33,25,33,25,33,25,33,33,972,2,33,25,33,0,0,0,0
0,0,0,0,0,2,2,973,2,546,27,33,27,27,33,27,27,245,25,339,56,339,25,202,228,228,18,2,33,2,27,33,33,56,373,2,2,27,33,27,33,27,33,27,27,972,2,27,33,27,0,0,0
0,0,0,0,0,0,2,2,2,2,546,25,41,25,25,41,25,41,56,33,27,245,25,339,56,339,27,2,2,27,2,25,41,41,245,189,2,2,25,41,25,41,25,41,25,25,972,2,25,41,25,0,0
0,0,0,0,0,0,0,2,2,2,2,972,340,462,340,340,462,340,462,189,41,41,56,33,27,245,25,33,2,2,25,2,340,462,462,56,245,2,2,340,462,340,462,33,33,33,33,972,2,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,242,6,6,6,6,6,6,6,6,974,462,462,189,41,41,56,33,27,2,2,340,125,6,6,6,189,554,2,242,6,6,39,42,0,0,0,236,42,272,0,0,0
0,0,0,0,0,0,0,0,0,2,2,190,130,130,130,130,130,130,463,6,6,6,6,6,974,462,462,189,41,25,2,975,130,130,130,130,463,976,462,560,130,130,130,42,272,0,0,236,42,272,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,33,25,33,25,33,25,34,130,130,130,463,6,6,6,6,6,974,462,340,560,42,33,25,33,34,130,130,130,42,25,33,25,272,0,0,236,42,272,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,272,385,385,385,385,385,385,33,25,33,34,130,130,130,130,130,130,130,130,130,42,272,385,385,385,25,33,25,33,272,385,385,385,0,26,236,30,272,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,385,385,385,25,33,25,33,25,33,25,33,25,33,272,0,0,0,0,385,385,385,385,0,0,0,26,37,28,29,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,385,385,385,385,385,385,385,385,385,0,0,0,0,0,0,0,0,0,0,26,37,28,6,6,29,30,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,6,6,6,6,29,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,6,6,6,6,39,42,272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,463,6,6,6,39,130,42,272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,463,6,39,130,42,33,272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,234,130,42,33,272,385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,42,33,272,385,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,36,272,385,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
