0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,41,350,350,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,1013,350,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,79,0,350,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,79,0,0,350,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,79,0,0,0,350,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,53,79,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,53,53,53,53,53,53,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,41,41,1014,53,53,53,80,80,80,80,374,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1015,41,39,609,1016,39,39,82,82,82,82,82,82,30,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1017,1016,39,1018,39,39,39,30,30,30,30,30,30,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,350,41,41,355,355,355,1018,39,39,39,0,0,0,0,0,375,231,231,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,41,0,38,38,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,53,53,1019,1020,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1021,53,80,80,80,80,376,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,377,377,377,377,377,377,377,377,39,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,0,349,350,350,350,350,350,350,350,350,39,39,39,39,39,39,39,39,39,39,39,39,219,219,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,417,148,377,377,377,377,377,377,377,377,39,219,30,30,30,30,30,30,30,30,30,30,219,219,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,148,39,39,39,39,39,39,39,39,39,39,219,219,30,30,30,30,30,30,30,30,30,30,219,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,148,39,39,39,39,39,39,39,39,39,39,219,219,204,84,84,84,0,0,0,0,0,355,205,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
294,30,30,30,30,30,30,30,30,30,30,30,30,219,219,204,378,53,53,0,0,0,0,0,355,205,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
417,30,30,30,30,30,30,30,30,30,30,30,30,30,30,204,378,154,0,0,0,0,0,0,360,205,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,379,0,84,84,84,84,84,84,84,84,84,84,84,84,84,378,154,0,0,0,0,0,0,355,205,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,53,53,53,53,53,53,53,154,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,380,200,154,154,154,154,154,154,0,0,0,0,0,0,0,0,355,0,53,53,53,53,53,53,53,53,1022,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,380,381,154,154,382,383,383,383,0,0,0,0,0,0,0,0,384,358,0,158,158,158,158,158,158,158,158,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,380,385,383,383,383,385,385,385,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,426,0,0,0,0,0,0,0,380,385,385,385,385,385,385,385,53,53,53,53,53,53,53,53,53,53,207,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,158,158,158,158,158,158,158,158,386,386,386,386,386,386,386,386,158,158,158,158,158,158,158,158,158,158,158,259,259,259,259,259,259,259,259,259,259,0,0
