94,95,35,36,37,38,35,36,37,38,35,36,37,38,35,0,0,0,0,0,0,0,0
39,96,97,16,14,40,15,16,14,40,15,16,14,40,15,16,0,0,0,0,0,0,0
41,26,27,42,17,18,19,42,17,18,19,42,17,18,19,42,17,0,0,0,0,0,0
43,20,28,20,14,40,15,16,900,901,902,903,904,21,15,16,14,21,0,0,0,0,0
44,22,23,22,306,424,340,49,49,51,52,52,13,194,49,49,340,424,189,0,0,0,0
39,24,25,24,307,52,52,52,52,52,52,52,13,194,52,52,52,52,58,0,0,0,0
41,26,27,26,273,52,52,52,52,52,52,52,13,194,52,52,52,52,58,0,0,0,0
43,20,28,20,274,52,52,52,52,52,52,52,13,194,52,52,52,52,58,0,0,0,0
44,22,23,22,306,52,52,52,52,136,195,195,195,194,52,52,52,52,58,0,0,0,0
39,24,25,24,48,195,195,195,195,195,275,196,196,196,195,195,195,195,195,0,0,0,0
41,26,27,26,55,53,198,198,198,198,198,198,198,198,198,198,198,198,198,386,0,0,0
43,20,28,20,48,181,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,211,0
44,22,23,22,45,103,52,52,52,52,52,52,52,52,52,52,52,52,52,52,190,212,0
39,24,25,24,48,54,52,52,52,52,52,52,52,52,52,52,52,52,52,58,213,214,0
41,26,27,26,55,53,52,52,52,52,52,52,52,52,52,52,52,52,52,58,0,0,0
43,20,28,20,48,181,52,52,52,52,52,52,52,52,52,52,52,52,52,58,0,0,0
44,22,23,22,45,103,52,52,52,52,52,52,52,52,52,52,52,52,52,58,0,0,0
39,24,25,24,48,54,52,52,52,52,52,52,52,52,52,52,52,52,52,58,0,0,0
41,26,27,26,45,53,52,52,52,52,52,52,52,52,52,52,52,52,52,58,0,0,0
43,20,28,20,48,115,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0
44,22,23,22,102,117,118,57,57,57,57,57,57,57,57,57,57,57,57,57,57,0,0
39,24,25,24,113,119,120,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,0
41,26,27,26,45,121,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,20,28,20,48,115,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,22,23,22,102,117,118,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,24,25,24,113,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,26,27,26,45,121,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,20,28,20,48,115,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,23,22,102,117,118,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,24,113,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,45,121,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,48,115,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,117,118,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
