329,330,149,153,154,152,149,153,154,152,149,153,154,0,0,0,0,0,0
48,331,332,108,243,244,245,108,243,244,407,108,243,244,0,0,0,0,0
52,53,115,246,247,353,354,246,247,353,354,246,247,353,354,0,0,0,0
55,56,249,56,243,244,245,108,243,355,542,108,243,355,245,108,0,0,0
45,57,333,57,334,335,356,357,250,358,543,544,250,358,359,360,250,0,0
48,49,361,49,338,545,546,547,46,46,46,548,548,46,46,46,549,550,0
52,53,115,53,340,545,385,551,60,60,60,60,60,60,60,60,385,552,0
55,56,249,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
45,57,333,57,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
48,49,361,49,338,545,385,551,60,60,60,60,60,60,60,60,385,552,0
52,53,115,53,363,545,385,551,60,60,60,60,60,60,60,60,385,552,0
55,56,249,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
45,57,333,57,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
48,49,361,49,338,545,385,551,60,60,60,60,60,60,60,60,385,552,0
52,53,115,53,363,545,385,551,60,60,60,60,60,60,60,60,385,552,0
55,56,249,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
45,57,333,57,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
48,49,361,49,338,545,385,551,60,60,60,60,60,60,60,60,385,552,0
52,53,115,53,363,545,385,551,60,60,60,60,60,60,60,60,385,552,0
55,56,249,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
45,57,333,57,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
48,49,361,49,338,545,385,551,60,60,60,60,60,60,60,60,385,552,0
52,53,115,53,363,545,385,551,60,60,60,60,60,60,60,60,385,552,0
55,56,249,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
45,57,333,57,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,49,361,49,338,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,0,115,53,363,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,0,0,56,362,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,0,0,0,254,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,0,0,0,0,545,385,551,60,60,60,60,60,60,60,60,385,552,0
0,0,0,0,0,0,553,553,93,93,475,409,410,93,93,93,553,553,0
0,0,0,0,0,0,0,0,0,0,411,412,413,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,414,414,0,0,0,0,0,0
