0,4,5,5,0,0,9,997,88,0,0,0,0,0
0,0,7,0,8,45,13,14,998,15,0,0,0,0
0,0,124,0,1,11,12,142,999,1000,44,0,0,0
0,0,125,70,107,50,1001,47,91,1002,0,1003,0,0
0,0,0,73,2,52,53,66,0,95,96,97,16,0
0,0,381,0,0,55,56,17,1004,0,210,211,99,19
0,0,1005,1006,3,1007,57,17,18,0,0,0,0,0
0,4,0,1008,1009,168,49,20,1010,72,0,0,0,0
0,0,1011,1012,1013,1014,54,51,48,74,75,0,148,0
0,0,0,1015,1016,1017,0,0,76,77,78,0,0,0
0,0,0,0,1018,1019,0,0,0,79,80,81,0,0
0,0,0,0,0,1018,0,0,0,148,0,0,0,0
0,0,0,0,0,0,1020,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
