11,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,17664,17664,17664,17664,17664,17664,17664,17664
16384,16384,16384,16384,17664,256,256,0,0,17408,17408,17408
16384,16384,16384,16384,17664,256,256,0,0,0,0,0
16384,16384,16384,16384,17664,256,256,0,0,0,0,0
16384,16384,16384,16384,17664,256,0,0,0,0,0,0
16384,16384,16384,16384,17664,0,0,0,256,256,0,0
16384,16384,16384,16384,17664,0,0,0,256,256,0,0
16384,16384,16384,16384,17664,0,0,0,0,0,0,0
16384,16384,16384,16384,17664,0,3,0,0,0,0,0
16384,16384,16384,16384,16384,16384,8192,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,8198,16384,16384,16384,16384,16384
