0,0,1,1,0,285,0,1,0,0,0,0,0,0
0,0,7,629,630,286,264,0,3,0,0,0,0,0
0,0,0,287,288,289,631,0,290,0,158,0,0,0
0,0,7,632,633,634,635,636,110,495,110,291,0,0
0,0,0,0,637,638,639,640,62,181,181,61,292,0
0,0,0,0,293,641,642,643,0,63,183,183,113,21
0,0,0,9,644,645,438,294,438,0,0,0,0,21
0,0,7,646,647,295,546,100,648,100,0,0,0,21
0,0,0,649,650,325,296,0,0,0,0,0,0,21
0,0,0,0,651,326,652,0,0,0,0,0,0,21
0,0,0,0,0,0,327,297,0,0,0,0,0,21
0,0,0,0,0,0,29,561,29,0,29,29,29,21
0,0,0,0,0,0,0,0,0,103,21,0,0,0
0,0,0,0,0,0,0,0,0,104,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
