0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,3,3,3,3,3,0,0,0,0,0,0
0,2,0,0,0,119,45,45,45,45,52,3,3,3,3,3
0,2,0,0,0,119,45,45,45,122,52,59,0,0,0,0
0,2,0,0,0,119,45,45,45,52,231,59,0,0,0,0
0,2,0,0,0,119,45,122,122,52,59,0,0,0,0,0
0,2,0,0,0,179,122,52,231,231,59,0,0,0,0,0
0,2,0,0,0,0,231,231,59,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
