0,0,0,0,0,79,78,79,78,79,0,0,0,78,0,0,0,0,0,0,0,0,0,0
0,0,79,78,79,78,219,33,219,33,219,79,78,79,33,79,0,0,0,0,0,0,0,0
0,0,1,219,218,219,218,25,33,196,197,25,219,218,219,33,219,0,0,0,0,0,0,0
0,1,79,2,33,33,27,33,27,27,152,198,27,33,33,33,27,33,0,0,0,0,0,0
0,1,124,19,2,27,33,25,27,31,31,153,242,31,27,33,27,31,27,0,0,0,0,0
0,1,127,128,20,2,225,225,225,225,220,220,242,6,220,225,225,225,220,225,0,0,0,0
0,3,132,133,21,22,199,6,6,6,6,6,6,6,6,6,6,6,6,940,200,0,0,0
0,0,2,19,201,941,242,6,6,6,6,6,6,6,6,6,6,6,6,6,200,0,0,0
0,0,1,2,19,942,326,6,6,6,159,114,114,114,114,943,46,46,188,6,200,0,0,0
0,1,0,2,2,19,645,6,159,114,114,18,226,226,226,944,51,51,45,6,200,0,0,0
0,0,2,3,2,94,199,159,114,18,226,226,235,130,130,202,232,231,231,232,200,0,0,0
0,0,0,2,2,2,203,114,18,226,235,130,130,42,44,37,945,598,598,226,433,0,0,0
0,0,1,3,2,2,94,226,226,235,130,42,44,44,43,34,130,130,130,130,130,644,0,0
0,0,0,2,2,19,2,107,130,130,42,44,43,26,26,26,26,26,44,27,44,27,0,0
0,3,0,1,2,2,20,94,44,44,44,43,26,37,171,345,345,345,644,946,47,47,47,0
0,0,2,0,2,2,2,2,43,47,47,26,37,28,159,18,433,226,226,0,947,52,52,52
0,0,0,0,26,26,26,26,26,26,26,37,171,114,114,18,948,228,228,8,0,0,0,0
0,0,3,0,949,950,950,28,28,28,28,171,114,18,25,25,24,18,226,226,0,0,0,0
0,0,0,2,204,51,51,45,6,159,114,114,18,25,2,226,226,226,155,256,36,0,0,0
0,0,0,0,199,6,951,952,232,114,18,25,33,2,226,155,256,256,205,114,36,0,0,0
0,0,0,0,953,114,114,114,18,25,33,2,33,41,176,256,6,6,159,18,954,0,0,0
0,0,0,0,0,25,33,25,33,2,33,41,2,954,45,6,6,6,159,18,297,36,0,0
0,0,0,0,0,0,33,41,33,41,2,954,955,297,45,10,6,6,159,18,297,36,0,0
0,0,0,0,0,0,0,954,955,954,955,297,298,298,45,10,6,6,159,18,297,36,0,0
0,0,0,0,0,0,0,297,298,298,298,298,298,51,45,10,6,159,114,18,297,36,0,0
0,0,0,0,0,0,0,297,298,298,298,298,298,45,229,10,6,159,18,954,297,36,0,0
0,0,0,0,0,0,0,297,298,298,298,0,51,45,10,6,159,114,18,297,298,36,0,0
0,0,0,0,0,0,0,297,298,298,298,51,45,54,956,114,114,18,954,297,957,36,0,0
0,0,0,0,0,0,51,206,51,51,51,45,54,956,114,18,954,954,297,298,553,33,0,0
0,0,0,0,0,0,435,229,229,229,54,54,956,114,18,954,297,298,298,957,553,72,343,0
0,0,0,0,0,0,435,6,6,6,6,159,114,18,954,297,298,298,957,553,33,72,0,0
0,0,0,0,0,0,435,6,6,159,114,114,18,954,297,298,957,957,553,33,72,343,0,0
0,0,0,0,0,0,953,228,114,114,18,958,954,297,298,957,553,33,33,72,343,0,0,0
0,0,0,0,0,0,0,954,958,954,958,297,298,298,957,553,33,72,343,343,0,0,0,0
0,0,0,0,0,0,0,207,957,957,957,957,957,957,553,33,72,343,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,342,33,342,33,342,33,72,343,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,343,343,343,343,343,343,343,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
