12,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8704,8704,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512,513,513,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,8704,516,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,8704,516,512,512,512,512,256,256,256,256,512,8453,8453,512,512
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,256,256,256,16384,16384,256,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,512,512,256,256,16384,16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,256,256,256,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,1024,1024
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,768,768,768
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,1024,768,512,512
16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,1024,8965,8965,1024,1024,1024,1024,1024,512,512,512,512,512,272
16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,1024,1024,1024,272,272,512,512,512,512,512,272
16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,1024,1024,272,272,272,272,512,512,512,512,512,272
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,272,272,512,512,512,512,512,272
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,272,272,512,512,512,512,512,272
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,272,512,512,512,512,512,272,272
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,272,512,512,512,512,512,272,272
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,512,512,512,512,512,272,272,16384
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,512,512,512,512,272,272,272,272,16384
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512,512,512,272,272,272,272,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512,512,272,272,272,272,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512,272,272,272,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,272,272,272,272,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,272,272,272,272,272,272,272,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
