0,0,0,0,0,0,0,0,0,0,0,0,0
388,37,37,37,37,37,38,0,0,0,0,0,0
388,128,40,122,40,122,41,680,0,0,0,0,0
388,128,128,45,65,45,65,389,421,0,0,0,0
388,128,128,128,45,65,45,65,390,421,0,0,0
388,128,128,128,128,45,65,45,65,391,421,0,0
388,128,128,128,128,133,130,350,130,392,53,681,0
388,128,128,128,128,133,53,53,53,53,53,53,0
388,128,128,128,128,133,53,53,53,53,53,53,0
0,128,128,128,128,133,53,137,134,134,135,53,0
0,0,128,128,128,133,53,137,138,139,140,53,0
0,0,0,128,128,133,53,259,138,139,140,53,0
0,0,0,0,128,133,53,259,138,139,140,53,0
0,0,0,0,0,133,682,259,173,194,140,53,0
0,0,0,0,0,0,55,354,174,195,195,55,0
0,0,0,0,0,0,0,109,53,0,0,0,0
0,0,0,0,0,0,0,0,55,0,0,0,0
