0,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,191,61,191,61,0,0,0,0,0,0,0,0
0,334,0,0,0,258,4,192,4,192,0,0,0,0,0,0,0
0,334,0,0,0,0,297,727,0,311,300,0,0,0,0,0,0
0,334,0,0,0,0,33,552,553,495,300,0,0,0,0,0,0
0,334,0,0,0,83,32,728,32,495,554,0,0,0,0,0,0
0,0,0,0,0,258,434,30,30,443,555,216,216,216,0,0,0
0,0,0,0,0,83,337,7,30,30,511,411,298,298,203,0,0
0,0,0,0,0,258,434,7,7,7,7,7,7,7,729,521,0
0,0,0,0,0,83,337,7,7,7,7,7,7,7,556,524,509
0,0,0,0,0,0,484,148,148,148,148,148,148,148,148,527,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
