6,6
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384
16384,16384,256,256,256,512,16384,16384,16384,16384,16384,16384
16384,16384,5,5,5,512,16384,16384,16384,16384,16384,16384
16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384
16384,16384,512,512,512,512,512,512,512,512,16384,16384
16384,16384,512,512,512,512,512,512,512,512,16384,16384
16384,16384,512,512,512,512,512,512,512,514,512,518
16384,16384,512,512,512,512,512,512,512,514,512,518
