0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,93,13,12,93,93,13,12,13,93,12,0,0,0,0,0,0,0,0,0,0
18,14,15,120,16,17,94,120,16,15,95,94,17,0,0,0,0,0,0,0,0,0
11,22,20,15,121,16,21,16,121,16,17,16,96,46,0,0,0,0,0,0,0,0
18,19,25,24,15,97,95,15,95,97,95,21,97,122,21,0,0,0,0,0,0,0
11,22,245,23,27,47,257,257,47,257,257,257,47,257,257,28,0,0,0,0,0,0
11,19,439,0,440,258,340,340,340,340,340,340,340,340,48,341,0,0,0,0,0,0
11,14,32,53,165,258,49,441,441,441,441,441,441,441,442,341,0,0,0,0,0,0
11,14,24,25,342,33,443,444,95,16,16,16,95,16,16,128,237,0,0,0,0,0
11,19,24,24,343,141,142,444,23,16,95,16,16,445,16,16,446,447,0,0,0,0
18,19,32,20,27,125,126,444,25,26,96,16,16,16,448,96,16,16,96,0,0,0
11,22,25,25,27,125,126,444,25,25,25,122,97,95,97,97,122,97,97,122,0,0
11,14,25,245,449,125,126,444,32,25,32,29,54,54,54,54,54,54,281,240,241,0
11,19,24,23,450,451,160,452,25,25,25,29,55,56,53,53,53,53,202,125,126,0
11,14,25,20,453,258,49,444,26,245,23,29,53,57,53,53,55,56,202,125,126,0
18,19,20,25,27,258,49,444,25,25,53,454,53,53,53,53,53,57,202,125,126,0
11,22,25,24,29,258,49,455,23,25,25,55,56,53,53,53,53,53,202,125,126,0
11,19,25,32,27,258,49,456,447,26,32,29,57,53,53,53,53,53,202,125,126,0
18,14,25,25,29,258,49,344,16,16,25,29,53,53,53,53,53,53,202,125,126,0
18,22,20,25,29,258,49,344,309,97,97,29,53,53,53,53,53,53,202,125,126,0
11,22,23,24,29,258,49,344,457,345,240,346,458,53,53,53,55,56,202,125,126,0
11,19,25,26,27,258,49,344,309,304,125,199,250,53,53,53,53,57,202,125,126,0
0,14,25,25,29,33,49,344,309,345,125,199,347,56,53,53,53,53,202,125,126,0
0,0,24,23,25,236,236,344,309,345,125,199,250,57,53,53,55,56,202,125,126,0
0,0,0,20,26,25,348,348,457,345,125,459,250,53,53,53,53,57,202,125,126,0
0,0,0,0,20,25,32,460,309,304,125,199,250,53,53,55,56,53,202,125,126,0
0,0,0,0,0,24,25,25,349,345,125,199,250,53,53,53,57,53,202,125,126,0
0,0,0,0,0,0,20,32,25,345,125,199,347,56,53,53,53,53,202,125,126,0
0,0,0,0,0,0,0,24,23,310,135,135,250,57,53,53,53,53,242,135,135,0
0,0,0,0,0,0,0,0,24,30,53,55,56,53,53,53,53,53,55,56,53,0
0,0,0,0,0,0,0,0,0,27,53,53,57,53,55,56,53,53,53,57,53,0
0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,145,34,34,34,34,34,0
