0,0,0,0,0,0,0,0,0,645,646,646,646,646,646,646,647,0,0,645,646,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,27,27,27,27,27,27,648,649,649,649,650,648,650,27,27,27,648,650,651,646,646,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,34,27,29,29,27,27,27,652,654,653,654,655,652,655,29,29,27,652,655,648,649,650,651,646,646,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,27,27,27,34,34,27,27,27,27,27,27,652,659,661,659,660,652,660,29,27,29,652,660,652,653,655,648,649,650,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,34,27,29,29,34,37,27,27,27,29,27,27,652,657,659,657,660,652,660,29,29,27,652,660,652,661,660,652,653,655,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,34,34,27,27,29,34,34,29,27,27,29,27,27,662,664,664,664,665,662,665,43,43,900,662,665,652,659,660,652,661,660,901,902,902,902,903,902,902,902,902,903,0,0,0,0,0
0,34,34,37,27,27,29,37,34,27,27,27,27,27,27,667,668,668,668,669,667,669,45,439,323,667,904,662,664,905,652,658,660,649,649,649,650,648,649,649,649,650,651,0,0,0,0
0,0,34,34,34,29,27,27,34,65,27,27,43,906,29,45,45,45,45,45,45,181,0,512,323,45,439,323,667,907,908,662,659,660,654,653,654,655,652,653,654,653,655,656,0,0,0
0,0,0,34,37,65,27,29,27,65,56,43,43,169,437,50,50,50,50,50,45,45,181,45,45,45,439,323,45,439,323,669,909,664,665,659,661,659,660,652,657,659,661,660,656,0,0
0,0,0,0,34,37,56,43,43,43,56,45,45,169,171,269,900,27,27,29,0,45,45,45,45,45,439,323,45,439,323,45,439,323,668,904,657,659,661,660,652,661,661,659,660,656,0
0,0,0,0,0,37,46,45,45,45,45,45,45,169,171,269,494,239,27,29,0,0,181,45,45,45,439,323,45,439,323,181,439,323,45,439,323,664,664,663,665,662,663,663,664,665,666
0,0,0,0,0,0,46,181,45,45,45,45,45,169,171,269,270,439,323,43,0,0,0,51,51,51,51,323,45,439,323,45,439,323,45,439,323,181,668,668,668,669,667,668,668,668,910
0,0,0,0,0,0,0,51,51,51,51,51,51,51,34,269,270,494,323,45,45,0,0,0,0,0,0,0,51,51,323,45,439,323,45,439,323,45,45,45,45,45,45,45,45,45,911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,270,0,45,45,45,45,0,0,0,0,0,0,0,0,0,51,51,323,45,439,323,45,45,45,45,45,45,45,495,45,911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,51,51,323,45,45,45,45,495,45,45,45,45,911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,45,45,45,51,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,331,331,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,332,0,0
