329,330,149,153,154,152,149,0,0,0,0,0,0,0,0,0,0
55,331,332,108,375,244,245,108,0,0,0,0,0,0,0,0,0
45,57,115,246,247,248,109,246,247,0,0,0,0,0,0,0,0
48,49,393,56,243,244,245,645,243,244,0,0,0,0,0,0,0
52,53,115,53,334,335,109,646,60,248,109,0,0,0,0,0,0
55,56,261,56,249,394,60,60,60,60,46,116,0,0,0,0,0
45,57,254,57,254,53,349,349,349,349,349,349,0,0,0,0,0
48,49,393,49,393,49,249,64,64,64,64,64,395,0,0,0,0
0,53,115,53,115,53,115,349,349,349,349,349,349,0,0,0,0
0,0,261,56,249,49,249,285,64,64,64,64,64,395,0,0,0
0,0,0,57,254,53,115,290,60,60,60,60,60,116,0,0,0
0,0,0,0,393,49,249,285,60,60,60,60,60,60,165,166,0
0,0,0,0,0,53,115,290,60,60,60,60,60,60,169,113,0
0,0,0,0,0,0,249,285,60,60,60,60,60,60,169,113,0
0,0,0,0,0,0,0,290,60,60,60,60,60,116,170,171,0
0,0,0,0,0,0,0,0,219,219,219,219,219,219,0,0,0
