6,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,8448,8448,16384,16384,16384,16384
16384,16384,16384,256,256,257,257,256,256,16384,16384
16384,16384,16384,256,256,256,256,256,256,16384,16384
16384,16384,16384,256,256,16384,16384,16384,16384,16384,16384
16384,16384,16384,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,16384,16384,16384,16384,16384,16384
16384,256,256,256,256,256,256,256,256,16384,16384
16384,256,256,256,256,256,256,256,256,16384,16384
16384,256,256,256,256,256,256,256,258,8448,8454
16384,256,256,256,256,256,256,256,258,8448,8454
16384,256,256,256,256,256,256,256,256,16384,16384
16384,256,256,256,256,256,256,256,256,16384,16384
