0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,363,363,363,363,363,363,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,532,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0
0,0,0,0,127,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0
0,0,0,127,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0
0,0,127,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,954,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0
0,127,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,954,355,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0,0
127,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,954,355,355,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0,0
32,32,32,32,32,32,955,32,32,32,32,955,32,32,32,32,955,32,32,32,32,955,32,32,32,32,32,32,32,32,32,32,32,32,954,355,355,355,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0,0
32,32,32,32,32,32,956,32,957,32,32,956,32,957,32,32,956,32,957,32,32,956,32,957,32,32,32,32,32,32,32,32,32,958,954,355,355,355,38,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0,0
32,32,32,32,32,32,32,32,959,32,32,32,32,959,32,32,32,32,959,32,32,32,32,959,32,32,32,32,32,32,32,32,32,960,961,38,38,38,38,962,0,0,0,0,0,0,0,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0,0
32,32,32,32,32,32,32,963,427,32,32,32,963,427,32,32,32,963,427,32,32,32,963,427,32,32,32,32,32,32,32,32,32,32,5,961,155,155,155,155,964,0,0,0,0,0,0,965,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355,0
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,966,964,964,964,964,967,967,0,0,0,0,965,968,968,9,9,9,9,0,0,0,355,355,355,355,355,355,355,355
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,600,967,967,969,969,969,969,969,0,0,965,968,968,968,968,9,9,9,970,0,0,0,355,355,355,355,355,355,355
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,128,32,32,32,32,32,32,32,32,971,971,972,954,954,969,969,969,355,355,355,355,355,973,968,968,968,968,968,968,9,9,10,974,0,0,0,355,358,975,355,355,355
0,128,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,128,0,0,32,32,32,32,32,32,976,30,30,30,977,355,355,355,355,355,355,355,355,355,355,974,968,968,968,968,968,968,9,978,10,974,0,0,979,355,980,981,355,355
0,0,0,128,128,128,128,128,128,128,128,128,982,983,32,32,32,32,32,32,128,0,0,976,984,32,32,32,128,985,986,987,988,989,990,355,355,355,355,355,355,355,355,355,355,355,974,991,968,992,968,968,993,9,994,995,974,532,968,527,355,355,355,355
0,0,0,0,0,0,0,0,0,0,0,996,997,987,998,32,32,32,32,32,32,0,996,997,987,998,32,32,32,999,248,997,987,1000,980,355,355,355,355,355,355,355,355,355,355,355,355,974,992,2,2,1001,0,974,9,0,1002,974,9,1001,0,0,0,0
0,0,0,32,32,32,32,32,32,32,32,999,248,997,987,1003,32,32,32,32,32,32,999,248,997,987,1003,32,32,32,999,248,997,643,1004,355,355,355,355,355,355,355,355,355,355,355,355,355,2,2,2,2,0,532,974,0,0,1005,1006,0,0,0,0,0
0,0,0,0,32,32,32,32,32,32,32,32,999,248,997,643,32,32,32,32,32,32,32,999,248,997,643,32,32,32,32,999,248,997,1007,355,355,355,355,355,355,355,355,358,355,355,355,355,355,2,2,20,0,0,9,974,0,1008,0,0,0,0,0,0
