0,1,1,1,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,0
0,0,0,0,0,4,0,676,0,0,133
0,0,0,0,0,4,0,675,677,0,133
0,0,0,0,0,4,0,0,0,0,133
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,133,0,0
0,0,0,0,0,0,0,4,178,0,0
0,0,0,0,0,0,0,4,178,0,0
0,0,0,0,0,0,0,0,0,0,0
