94,35,36,37,38,0,0,0,0,0,0,0,0
39,96,16,14,40,174,0,0,0,0,0,0,0
41,26,55,17,18,19,42,0,0,0,0,0,0
43,20,28,20,40,15,175,14,0,0,0,0,0
44,22,23,22,176,219,177,52,46,0,0,0,0
39,24,25,24,48,178,49,52,52,242,0,0,0
41,26,27,26,102,103,52,52,52,242,0,0,0
43,20,28,20,106,179,52,52,52,242,0,0,0
44,22,23,22,45,180,52,52,52,242,0,0,0
39,24,25,24,48,54,52,52,52,242,0,0,0
41,26,27,26,55,53,52,52,52,242,0,0,0
43,20,28,20,48,181,13,154,154,242,0,0,0
44,22,23,22,45,103,13,182,57,57,0,0,0
39,24,25,24,48,54,52,182,144,59,59,0,0
0,26,27,26,55,53,52,52,144,112,0,0,0
0,0,28,20,48,181,52,52,52,112,0,0,0
0,0,0,22,45,103,52,52,52,242,0,0,0
0,0,0,0,48,54,52,52,52,242,0,0,0
0,0,0,0,0,53,52,52,52,242,0,0,0
0,0,0,0,0,0,60,60,60,60,0,0,0
