0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,714,715,716,0,148,59,59,717,718,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,50,719,720,149,150,721,151,722,0,721,723,720,149,152,149,153,154,152,149,0,0,0,0,0,0,0,0,0
155,225,64,724,151,725,156,0,721,151,726,0,721,0,725,156,725,156,727,217,725,156,0,0,0,0,0,0,0,0
157,158,721,721,719,728,720,149,0,721,151,729,0,721,0,720,149,153,154,152,149,153,154,0,0,0,0,0,0,0
159,160,225,730,715,151,151,731,156,0,721,151,161,0,0,0,731,156,727,217,725,156,727,217,0,0,0,0,0,0
162,732,733,721,721,719,728,151,720,149,0,721,151,161,0,0,0,720,149,152,149,152,149,152,149,0,0,0,0,0
159,160,159,225,730,715,151,151,151,731,156,0,721,151,161,0,0,0,731,156,725,156,725,156,725,156,0,0,0,0
162,158,157,158,721,721,151,151,151,151,46,408,734,715,151,735,734,715,736,46,46,60,60,60,60,60,61,0,0,0
159,163,155,45,225,730,715,151,151,151,46,737,0,738,151,739,0,738,736,60,60,60,60,60,60,60,61,0,0,0
162,158,157,164,733,721,721,719,151,151,46,60,471,714,714,740,740,714,714,60,60,60,60,60,60,60,60,165,166,167
155,163,155,741,159,224,730,715,151,151,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,168,169,113,114
0,164,78,164,72,158,721,721,151,151,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,170,171,172
159,52,81,173,155,45,225,730,715,151,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,0,0,0
0,158,72,174,175,176,733,721,721,151,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,0,0,0
0,0,155,45,177,110,178,111,714,714,60,60,60,60,179,179,179,179,179,179,179,60,60,60,60,60,61,0,0,0
0,0,0,164,49,180,112,181,60,60,60,60,60,179,742,182,182,182,182,182,183,743,60,60,60,60,61,0,0,0
0,0,0,0,155,115,184,185,60,60,60,60,116,182,744,0,186,0,186,0,186,745,60,60,60,60,61,0,0,0
0,0,0,0,0,164,187,60,60,60,60,60,746,186,0,0,0,0,0,0,65,60,60,60,60,60,61,0,0,0
0,0,0,0,0,0,188,189,60,60,60,60,746,0,0,0,0,0,0,0,60,60,60,60,60,60,61,0,0,0
0,0,0,0,0,0,0,221,60,60,60,60,190,0,0,0,0,0,0,0,0,191,60,60,60,60,61,0,0,0
0,0,0,0,0,0,0,0,93,93,93,93,93,93,0,0,0,0,0,0,0,0,93,93,93,93,93,0,0,0
