0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,347,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0
0,347,51,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0
0,347,51,51,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0
0,347,51,51,51,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0
0,347,51,51,51,51,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0
794,795,51,51,51,51,51,66,66,66,66,66,66,66,66,66,0,0,0,0,0
796,797,66,51,51,51,51,58,64,64,64,64,64,64,64,64,395,0,0,0,0
794,798,799,66,51,51,51,58,60,60,60,60,60,60,60,60,116,0,0,0,0
0,800,801,802,66,51,51,58,60,60,60,60,60,60,60,60,116,0,0,0,0
0,347,51,798,803,66,51,58,60,60,62,349,349,349,349,349,349,0,0,0,0
0,527,51,51,804,797,64,805,60,60,62,58,64,64,64,64,64,395,0,0,0
0,347,51,51,51,798,60,62,58,60,62,58,60,60,60,60,60,116,0,0,0
0,347,51,51,51,51,60,62,58,60,62,58,60,60,60,60,60,116,0,0,0
0,347,51,51,51,51,58,62,58,60,62,58,60,60,60,60,60,60,165,166,0
0,0,51,51,51,51,58,62,58,60,62,58,60,60,60,60,60,60,169,113,0
0,0,0,51,51,51,51,349,58,60,62,58,60,60,60,60,60,116,459,171,0
0,0,0,0,51,51,58,806,64,60,62,58,60,60,60,60,60,116,0,0,0
0,0,0,0,0,51,51,349,65,60,60,287,60,60,60,60,116,116,0,0,0
0,0,0,0,0,0,51,58,64,60,60,60,60,60,60,60,116,0,0,0,0
0,0,0,0,0,0,0,58,60,60,60,60,60,60,60,60,116,0,0,0,0
0,0,0,0,0,0,0,0,219,219,219,219,219,219,219,219,219,0,0,0,0
