0,87,87,0,0,33,33,33,33,33,33,33,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,130,0,96,0,387,30,30,459,39,39,39,459,129,130,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,851,274,852,274,387,208,30,34,209,0,0,34,209,88,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,387,208,208,208,208,208,277,34,0,209,0,34,0,169,0,853,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,387,208,208,208,208,208,277,34,0,0,169,34,0,169,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,210,854,855,30,30,30,30,34,0,0,169,34,0,211,35,35,35,35,35,35,35,35,35,35,35,35,35,212,212,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,214,344,215,282,282,282,34,0,0,169,34,0,0,0,166,216,0,0,0,0,0,0,0,0,166,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,373,18,0,0,0,0,0,42,169,34,0,0,0,27,31,46,0,0,0,0,0,0,0,54,46,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,856,857,0,0,0,0,0,43,34,0,0,0,54,55,47,48,0,0,0,0,0,0,0,58,48,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,858,0,0,0,0,0,0,0,0,0,169,58,59,132,445,0,0,0,0,0,0,0,62,72,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,0,336,0,0,0,0,0,0,0,0,169,0,62,136,72,0,0,0,44,166,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,0,271,274,274,274,274,283,0,0,0,169,0,0,0,0,0,0,0,54,190,46,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,0,0,208,208,208,208,272,859,217,217,169,0,0,0,0,0,0,0,0,101,107,48,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,0,0,0,208,208,208,290,188,39,0,0,0,0,0,0,0,0,0,0,103,104,135,72,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,287,475,0,0,0,0,0,0,30,30,34,12,169,0,0,0,0,0,0,0,0,0,0,0,106,67,65,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,213,287,475,0,0,0,0,0,0,0,30,34,0,169,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,287,287,475,0,0,0,0,35,35,35,35,34,0,169,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,287,287,475,0,0,0,0,34,274,274,274,0,0,169,35,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,34,387,208,208,272,217,169,34,217,217,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,34,387,208,208,290,188,39,34,218,0,34,0,98,53,53,53,53,0,0,0,0,140,140,140,140,140,140,140,140,140,140,96,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,271,387,208,277,34,12,169,34,169,0,34,0,98,53,53,53,53,53,0,0,129,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,0,208,208,277,34,0,169,34,169,0,34,0,98,53,53,53,53,53,140,140,140,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,0,0,208,277,34,0,169,34,169,0,34,0,98,53,53,53,53,53,279,217,217,217,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0
213,287,475,0,0,0,0,0,0,0,0,0,34,0,169,34,169,0,34,0,98,53,53,53,53,53,408,169,0,0,34,0,274,274,274,0,0,0,0,861,862,217,217,87,87,0,0,0,0,0,0
213,287,475,0,0,0,0,0,0,0,0,0,34,0,169,34,169,0,34,0,98,0,53,53,53,53,408,286,0,0,34,0,863,345,345,272,217,217,217,864,114,174,0,0,0,96,0,0,0,0,0
213,287,475,0,0,0,35,35,35,35,35,35,34,0,169,34,211,35,34,0,341,140,53,53,53,53,408,286,39,0,34,0,169,219,219,220,188,0,0,0,91,174,0,147,147,96,0,0,0,0,0
213,287,475,0,0,0,220,274,274,274,274,274,0,0,169,34,0,217,217,0,0,217,221,53,53,53,408,286,39,39,34,0,169,0,0,34,0,169,0,0,34,174,0,96,0,0,0,0,0,0,0
213,287,475,0,0,0,220,213,208,208,208,208,272,217,169,34,0,169,0,34,0,169,221,222,53,53,170,286,39,39,220,0,169,0,0,34,0,169,0,0,34,215,35,96,0,0,0,0,0,0,0
213,287,475,0,0,0,220,213,208,208,208,389,290,188,39,34,0,169,0,34,0,169,221,222,53,53,170,169,39,39,220,11,169,0,35,34,0,169,0,0,34,0,99,99,0,0,0,0,0,0,0
210,390,450,35,35,35,220,210,389,389,35,220,0,12,169,34,0,169,0,34,0,169,221,222,53,53,170,169,0,39,220,11,863,0,34,0,0,169,0,0,34,0,184,0,96,0,0,0,0,0,0
0,172,373,0,0,0,0,0,172,172,0,0,12,217,169,34,0,169,0,34,0,169,221,222,402,402,170,169,0,0,220,12,863,219,34,0,217,169,0,0,34,0,184,0,96,0,0,0,0,0,0
0,865,285,0,0,0,0,0,211,285,0,0,0,211,35,34,0,169,0,34,0,169,221,222,170,217,217,169,0,0,34,12,863,219,34,0,169,0,0,0,34,0,184,0,96,0,0,0,0,0,0
0,0,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,34,159,276,221,222,170,169,0,0,0,0,34,0,863,219,34,0,211,35,35,35,34,166,462,0,96,0,0,0,0,0,0
0,0,865,35,34,0,0,0,0,0,0,0,0,0,0,0,0,211,35,34,223,167,167,222,170,169,0,0,0,0,34,0,169,219,34,0,0,217,217,217,217,24,31,224,96,0,0,0,0,0,0
0,0,0,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,341,402,402,402,170,169,0,0,0,0,34,274,169,0,34,0,0,169,0,0,0,36,57,225,445,0,0,0,0,0,0
0,0,0,865,35,34,0,226,0,0,0,0,0,0,0,0,0,0,867,868,0,0,0,0,0,211,35,35,35,35,34,169,272,0,34,0,0,211,187,0,0,34,182,227,72,0,0,0,0,0,0
0,0,0,0,217,217,0,169,34,217,217,0,0,0,0,0,0,0,0,861,869,870,0,0,0,0,0,0,0,0,0,211,34,169,34,0,0,0,95,210,35,34,45,0,0,0,0,0,0,0,0
0,0,0,0,191,147,34,169,34,211,35,34,0,0,0,0,112,871,418,872,116,873,874,0,0,0,0,0,0,0,0,0,0,211,181,0,0,0,98,0,373,0,875,876,0,0,0,0,0,0,0
0,0,0,0,0,0,0,289,34,0,217,217,0,0,0,0,0,877,878,879,90,114,880,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,140,170,481,91,873,114,217,217,87,87,0,0
0,0,0,0,0,0,0,0,0,0,211,35,34,0,217,0,0,0,0,0,882,91,115,883,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,169,0,89,884,174,0,0,0,96,0
0,0,0,0,0,0,0,0,0,0,0,217,217,0,169,34,217,217,0,0,0,882,89,116,873,874,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,30,30,0,147,147,96,0
0,0,0,0,0,0,0,0,0,0,0,289,147,34,169,34,211,35,34,0,0,0,882,90,114,880,881,0,0,0,0,0,0,0,0,0,0,0,0,169,22,35,35,35,35,35,35,96,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,34,0,217,217,0,217,0,0,885,91,115,883,886,217,217,217,217,217,217,217,217,217,217,217,169,36,25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,35,34,218,0,0,0,0,887,888,174,0,0,0,0,0,0,0,0,0,0,0,0,34,37,71,99,217,217,217,217,217,87,87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,169,0,0,0,0,228,889,174,0,0,0,0,0,0,0,0,0,0,0,0,34,0,109,72,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,147,147,147,147,147,147,0,45,890,147,147,147,147,147,147,147,147,147,147,147,147,34,0,98,0,0,0,0,0,0,147,147
