0,0,0,0,0,0,0,0,0,0,0,0
128,6,22,15,0,0,0,0,0,0,0,0
14,24,5,10,18,0,0,0,0,0,0,0
19,26,27,8,9,15,0,0,0,0,0,0
16,115,20,33,6,22,18,0,0,0,0,0
128,151,27,23,68,166,28,35,36,0,0,0
14,24,147,66,17,13,32,38,38,0,0,0
19,26,27,67,111,13,32,0,0,0,0,0
16,115,20,33,25,13,32,0,0,0,0,0
128,151,27,23,68,13,32,0,0,0,0,0
14,24,147,66,17,109,109,15,0,0,0,0
19,26,27,67,111,144,117,118,0,0,0,0
16,115,20,33,25,63,13,32,0,0,0,0
128,151,27,23,68,108,13,32,0,0,0,0
14,24,147,66,17,69,13,32,0,0,0,0
19,26,27,67,111,144,13,32,0,0,0,0
16,115,20,33,25,63,109,109,15,0,0,0
128,151,27,23,68,108,144,117,118,0,0,0
14,24,147,66,17,69,105,13,32,0,0,0
19,26,27,67,111,144,439,13,32,0,0,0
16,115,20,33,25,63,108,13,32,0,0,0
39,151,27,23,68,108,144,13,32,0,0,0
0,40,147,66,17,69,105,109,109,15,0,0
0,0,41,67,111,144,439,67,117,118,0,0
0,0,0,40,25,63,108,152,13,32,0,0
0,0,0,0,41,108,144,87,13,32,0,0
0,0,0,0,0,40,105,26,13,32,0,0
0,0,0,0,0,0,41,67,13,13,35,36
0,0,0,0,0,0,0,42,43,43,38,38
