0,0,78,78,0,0,79,78,0,0,0,0,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,573,574,574,78,78,498,218,78,79,79,79,498,218,79,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,497,575,575,218,218,44,27,218,498,498,498,44,27,498,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,44,576,0,27,41,44,41,41,44,27,44,44,41,27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27,577,578,25,44,27,44,44,27,44,27,27,44,44,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,548,579,579,548,580,580,580,580,580,580,580,580,548,581,0,0,0,0,0,0,0,0
0,0,0,0,0,0,199,6,6,6,159,228,114,114,114,114,114,114,114,988,36,0,0,0,0,0,0,0
0,0,0,0,0,0,199,159,114,114,114,18,27,44,27,27,44,27,27,44,582,0,0,0,0,0,0,0
0,0,0,0,0,0,204,114,18,27,44,27,2,41,25,41,41,25,41,41,25,582,0,0,0,0,0,0
0,0,0,0,0,0,203,18,27,2,41,25,41,2,44,27,583,44,27,583,44,27,582,0,0,0,0,0
0,0,0,0,0,0,0,27,2,41,2,44,27,583,2,583,583,363,583,44,363,44,25,582,0,0,0,0
0,0,0,0,0,0,0,0,41,2,44,2,583,583,363,9,580,580,548,548,548,580,548,548,582,0,0,0
0,0,0,0,0,0,0,0,0,44,2,583,9,580,580,580,560,130,130,130,130,130,130,130,544,584,0,0
0,0,0,0,0,0,0,0,0,0,583,9,580,560,130,130,130,500,25,44,25,44,25,44,44,989,36,0
0,0,0,0,0,0,0,0,0,0,0,580,560,130,500,44,44,44,585,990,990,990,990,990,990,236,487,0
0,0,0,0,0,0,0,0,0,0,0,560,130,500,44,585,990,990,990,48,0,0,0,0,0,236,487,482
0,0,0,0,0,0,991,0,0,0,0,560,500,44,585,990,48,0,0,0,0,0,0,0,0,236,487,482
0,0,0,0,0,0,253,992,0,0,0,560,500,585,990,48,0,0,0,0,26,26,26,26,26,236,487,482
0,0,0,0,0,0,0,27,558,0,0,204,500,585,48,0,0,0,0,0,236,341,341,341,341,341,487,482
0,0,0,0,0,0,0,0,27,558,0,560,500,585,48,0,0,0,0,0,236,487,507,507,507,507,507,482
0,0,0,0,0,0,0,0,0,41,558,560,30,585,48,0,0,0,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,44,558,586,500,48,0,0,0,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,587,560,500,585,0,0,0,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,560,130,30,993,994,0,0,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,560,500,437,588,995,996,0,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,991,0,0,0,0,560,500,437,6,39,589,558,0,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,253,992,0,0,0,560,500,34,428,172,500,139,558,0,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,41,558,0,0,560,500,585,27,25,27,2,139,558,236,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,27,558,0,560,500,585,48,27,41,41,2,139,558,487,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,558,560,30,585,48,0,41,44,44,2,139,997,482,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,44,558,586,500,48,0,0,44,545,44,2,195,585,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,587,560,500,585,0,0,0,236,487,27,195,585,48,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,560,130,500,585,48,0,0,236,487,482,44,585,48,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,560,500,44,585,48,0,0,236,487,482,0,990,48,0,0,0,0
0,0,0,0,0,0,991,0,0,0,0,560,500,585,990,48,0,0,236,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,253,992,0,0,0,560,500,585,48,0,0,0,236,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27,558,0,238,998,30,585,48,0,0,0,236,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,27,558,590,999,1000,1001,53,0,0,0,236,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,1002,54,1003,591,1004,30,26,26,236,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,719,592,1005,591,235,341,341,341,341,487,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,500,507,507,507,507,482,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
