6,9
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,17664,17664,17664,0,17664,17664,17664,16384,16384
16384,17408,17408,17408,17408,768,512,512,16384,16384
16384,256,256,256,256,768,512,512,16384,16384
16384,256,256,256,256,768,256,256,16384,16384
16384,256,256,256,256,768,256,258,8448,8454
16384,256,256,256,256,256,256,256,16384,16384
16384,16640,16640,16640,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,8197,8197,16384,16384,16384,16384,16384,16384,16384
