0,0,475,0,0,475,0,0,0,0,0,0,0,0
0,15,60,151,60,475,419,0,0,0,0,0,0,0
5,0,9,61,420,61,151,420,0,0,0,0,0,0
5,120,0,9,161,305,62,420,450,0,0,0,0,0
0,120,9,15,0,0,0,448,164,421,0,0,0,0
0,15,9,9,0,0,0,0,0,393,478,0,0,0
0,15,9,9,9,0,0,0,0,0,0,748,0,0
5,0,9,9,9,0,0,0,0,0,0,455,0,0
5,120,0,9,9,9,0,0,0,0,0,455,0,0
0,120,9,15,9,9,0,0,0,0,0,455,0,0
0,15,9,9,9,9,14,144,144,144,144,455,0,0
0,15,9,9,9,9,14,6,6,6,6,455,0,0
5,0,9,9,9,9,14,6,6,6,6,455,0,0
5,120,0,9,9,9,14,6,6,6,6,455,0,0
0,120,9,15,9,9,14,6,6,6,6,455,0,0
0,15,9,9,9,9,14,6,6,6,6,455,0,0
0,15,9,9,9,9,14,6,6,6,6,455,0,0
5,0,9,9,9,9,14,6,6,6,6,455,0,0
5,120,0,9,9,9,14,6,6,6,6,455,0,0
0,120,9,15,9,9,14,6,6,6,6,455,0,0
0,15,9,9,9,9,14,6,6,6,6,455,0,0
0,0,9,9,9,9,14,6,6,6,6,455,0,0
0,0,0,9,9,9,14,6,6,6,6,455,0,0
0,0,0,15,9,9,14,6,6,6,6,455,0,0
0,0,0,0,9,9,14,6,6,6,6,455,0,0
0,0,0,0,0,9,9,6,6,6,6,455,0,0
0,0,0,0,0,0,14,757,6,6,6,455,0,0
0,0,0,0,0,0,0,290,783,454,146,758,0,0
0,0,0,0,0,0,0,0,749,455,0,0,0,0
0,0,0,0,0,0,0,0,0,758,0,0,0,0
