5,6
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,1024,1024,1024,1024,1280,1280,1280,1280
16384,16384,16384,16384,1024,1024,1024,1024,1280,1280,1283,1280
16384,16384,16384,16384,768,768,16384,16384,16384,16384,9472,16384
16384,16384,16384,16384,512,512,16384,16384,16384,16384,9478,16384
16384,16384,16384,16384,256,256,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,0,0,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,0,2,0,6,24576,24576,16384,16384
16384,16384,16384,16384,0,0,16384,16384,16384,16384,16384,16384
