0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,67,32,32,32,32,18,0,0,0
0,0,0,0,0,0,0,0,0,0,19,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,19,305,245,245,245,245,34,0,0
0,0,0,0,0,0,0,0,0,67,19,137,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,305,249,271,271,271,36,37,0
0,0,0,0,0,0,0,0,0,0,0,0,38,378,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,249,273,271,271,36,247,40
0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,137,261,0,0,0,0,0,306,306,306,306,306,306,0,135,135,135,135,305,249,273,271,271,36,247,40
0,0,0,135,135,135,135,135,135,135,135,136,0,0,0,0,0,0,0,38,378,0,0,0,0,380,307,307,307,307,307,381,305,52,52,52,52,249,273,271,271,36,247,40
0,0,0,305,52,52,52,52,52,52,52,52,25,0,0,0,0,0,0,0,379,0,0,0,0,380,308,307,0,0,0,0,305,249,249,249,249,249,273,271,271,36,247,40
0,0,0,305,249,249,249,249,249,249,249,249,53,54,0,0,0,0,0,0,0,0,0,0,0,380,308,307,0,0,0,0,305,249,273,271,271,271,271,271,271,36,247,40
0,0,0,305,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,384,309,32,32,18,0,137,272,385,0,0,0,0,0,0,36,247,40
0,0,0,305,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,310,386,245,245,245,34,0,38,387,0,0,0,0,0,0,0,247,40
0,0,0,305,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,249,271,0,0,0,0,37,0,379,0,0,0,0,0,0,0,0,40
0,0,0,305,249,382,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,305,249,382,0,0,277,388,0,0,135,135,135,135,135,135,135,135,135,135,135,135,135,305,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,305,249,382,0,0,277,389,311,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,249,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
