0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,12,93,13,12,13,93,12,0,0,0,0,0,0,0,0
18,14,17,16,15,120,16,17,16,120,17,0,0,0,0,0,0,0
11,22,24,21,16,15,121,95,21,16,121,21,0,0,0,0,0,0
11,31,25,20,17,0,15,16,16,15,16,16,17,0,0,0,0,0
18,14,26,25,24,21,0,15,97,95,15,95,97,21,0,0,0,0
11,22,24,25,25,27,51,53,51,54,54,51,54,54,51,0,0,0
11,14,25,24,23,29,161,93,13,13,93,13,13,55,56,0,0,0
18,19,20,25,20,30,161,19,312,256,256,312,256,256,57,0,0,0
11,22,23,20,32,27,161,19,0,0,0,0,0,0,0,0,0,0
0,14,25,26,24,29,171,19,0,0,0,0,0,0,0,53,53,0
0,0,24,25,25,27,171,22,0,0,0,0,0,0,0,53,53,0
0,0,0,24,23,29,161,22,0,0,0,0,0,0,0,34,34,0
0,0,0,0,20,30,171,19,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27,53,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0
