0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,124,124,124,124,124,688,689,124,124,124,182,0,358,690,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,182,0,358,690,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,183,184,184,184,413,185,186,187,691,691,692,188,693,694,0,0,92,184,184,184,184,184,691,691,691,691,691,695,184,184,184,49,188,358,189,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,183,184,184,184,413,186,190,191,185,185,696,697,698,699,700,700,0,49,49,49,49,49,192,185,185,185,185,186,191,691,691,692,50,701,702,193,193,193,193,193,193,51,0,0,0
0,0,0,0,0,0,181,183,184,184,184,413,186,112,703,190,190,190,194,187,704,705,705,705,50,50,50,50,50,300,185,185,185,185,186,191,185,185,186,187,706,195,141,141,141,141,141,141,141,141,707,0
0,0,0,0,0,0,126,183,184,184,184,184,196,708,709,184,184,184,190,191,710,710,710,127,711,134,134,134,134,145,197,312,312,312,312,191,185,185,186,191,195,198,198,712,56,56,56,56,713,714,199,0
0,0,0,0,0,0,0,138,49,49,49,49,49,311,715,49,49,49,49,49,49,49,49,127,711,185,716,717,717,717,92,718,718,200,718,718,201,201,201,202,0,0,0,203,204,204,71,47,47,0,0,0
0,0,0,0,0,0,0,0,719,50,50,50,50,50,311,720,50,50,50,50,50,50,50,50,711,185,716,721,198,198,92,184,184,0,0,184,184,184,184,184,184,184,184,0,0,184,205,60,206,0,0,0
0,0,0,0,0,0,722,141,207,723,723,723,145,145,145,208,145,145,724,723,723,723,134,134,134,185,716,359,56,56,92,184,184,184,0,0,184,184,184,184,184,184,184,184,0,0,205,60,206,0,0,0
411,725,725,725,725,0,0,726,726,56,56,56,196,0,209,209,209,696,125,127,727,728,690,185,185,185,716,359,729,47,92,184,184,184,184,92,184,184,184,184,184,184,184,184,184,92,205,60,206,0,0,0
411,186,730,731,0,0,181,0,0,0,0,0,0,718,185,185,185,696,194,127,210,198,732,733,733,733,734,359,729,211,92,184,125,49,49,49,49,49,49,49,49,49,49,49,49,49,49,60,206,0,0,0
411,212,112,735,0,0,181,183,92,92,92,92,92,92,185,185,185,696,194,127,213,736,198,721,198,198,198,198,729,211,92,184,125,127,50,50,50,50,50,50,50,50,50,50,50,50,50,50,206,0,0,0
411,211,112,108,0,0,181,183,184,184,184,184,184,184,185,185,185,696,194,127,213,185,56,56,56,56,56,56,198,201,92,184,125,127,213,724,724,724,724,135,737,737,737,737,737,737,135,135,135,0,0,0
0,0,0,0,0,0,411,691,184,184,184,184,184,184,185,185,185,696,194,127,213,185,185,185,185,185,185,185,201,184,184,184,125,127,213,204,184,184,125,127,334,738,738,738,738,738,738,47,47,0,0,0
0,411,0,0,0,0,411,186,214,49,49,314,184,184,190,190,190,196,194,127,213,185,185,185,185,185,211,201,201,184,184,184,125,127,213,204,184,184,125,127,213,416,738,738,738,738,738,739,47,0,0,0
0,0,0,0,0,0,411,186,112,108,50,50,50,184,184,184,740,741,718,215,213,201,201,201,201,201,201,92,184,184,184,184,125,127,213,204,184,184,125,127,213,47,742,738,743,742,738,739,743,0,0,0
0,0,0,0,0,0,411,185,216,108,108,145,145,134,184,184,740,741,718,184,184,184,184,184,184,184,184,184,184,184,184,184,125,127,213,204,184,184,125,127,213,47,416,744,745,47,47,743,743,0,0,0
0,0,0,0,0,0,181,190,190,0,0,0,0,209,185,184,740,741,746,184,184,184,184,184,184,184,184,184,184,184,184,125,49,127,213,204,184,184,125,127,213,47,47,738,747,743,47,47,47,0,0,0
0,0,0,0,0,0,181,217,218,0,0,0,0,209,185,185,740,741,318,49,49,49,49,49,49,49,49,49,49,49,49,49,127,50,213,204,184,184,125,127,213,47,47,416,738,738,47,47,47,0,0,0
0,0,0,0,0,0,181,217,127,0,209,209,209,209,185,185,185,741,318,0,50,50,50,50,50,50,50,50,50,50,50,50,50,213,724,204,184,184,125,127,213,204,204,204,748,738,743,47,47,0,0,0
0,0,0,0,0,0,181,217,127,213,185,185,185,185,185,185,185,749,318,0,213,134,134,134,134,134,134,134,134,134,134,134,134,724,204,184,184,184,125,127,213,204,184,184,125,127,743,47,206,0,0,0
0,0,0,0,0,0,181,217,127,213,185,185,185,185,185,185,185,708,318,0,213,185,212,219,220,219,220,219,220,219,220,219,220,221,184,184,184,184,125,127,213,204,184,184,125,127,213,47,47,0,0,0
0,0,0,0,0,0,181,183,184,213,185,185,185,185,185,185,185,749,318,0,213,212,219,750,751,752,751,752,751,752,751,752,751,752,184,184,184,184,125,127,213,204,184,184,125,127,213,222,47,0,0,0
0,0,0,0,0,0,181,183,184,213,185,185,185,185,185,185,185,749,318,0,213,212,750,751,753,754,754,753,755,756,753,757,753,753,184,184,184,184,125,127,213,204,184,184,125,127,213,758,141,141,707,0
0,0,0,0,0,0,181,183,184,213,185,185,185,185,185,185,185,749,318,0,213,212,750,753,753,756,754,759,760,760,753,761,753,753,184,184,184,184,125,127,213,204,184,184,125,127,213,762,223,199,199,0
0,0,0,0,0,0,181,183,184,184,185,185,185,185,185,201,201,201,194,0,213,212,750,763,754,764,765,753,756,766,753,766,753,753,184,184,184,184,125,127,767,204,184,184,125,127,213,762,47,0,0,0
0,0,0,0,0,0,181,183,184,184,184,185,185,185,768,201,184,184,125,127,213,212,750,753,754,757,753,753,757,754,757,753,756,753,184,184,184,184,125,224,365,49,49,49,49,127,213,769,206,0,0,0
0,0,0,0,0,0,181,183,184,184,184,225,770,770,770,770,184,184,125,127,213,212,750,763,754,756,753,753,760,754,753,754,753,753,184,184,184,184,125,127,391,47,50,50,50,50,213,762,206,0,0,0
0,0,0,0,0,0,181,183,184,184,184,184,184,184,771,184,184,184,125,127,213,212,750,753,754,761,759,756,766,753,753,757,753,753,184,184,184,184,125,127,213,772,723,723,723,723,723,762,206,0,0,0
0,0,0,0,0,0,181,183,184,184,184,184,184,184,184,184,184,184,125,127,213,212,750,763,764,760,754,756,753,754,753,760,753,753,184,184,184,184,125,127,213,54,195,226,226,226,226,189,206,0,0,0
0,0,0,0,0,0,181,183,184,184,184,184,184,184,184,184,184,184,125,127,213,212,750,763,753,753,754,757,754,764,753,766,753,753,753,184,184,184,125,127,213,54,195,198,198,198,198,189,206,0,0,0
