94,95,35,36,37,38,35,36,37,38,35,36,37,38,35,0,0,0,0,0,0,0,0
39,96,97,16,14,40,15,16,14,40,174,16,14,40,15,16,0,0,0,0,0,0,0
41,26,27,42,17,18,19,42,17,18,19,42,17,18,19,42,17,0,0,0,0,0,0
43,20,28,20,14,21,15,16,14,21,15,16,14,21,15,16,14,21,0,0,0,0,0
44,22,23,22,45,46,47,99,100,46,47,99,100,46,47,99,100,46,47,0,0,0,0
39,24,25,24,48,115,153,156,151,152,153,492,49,250,250,250,250,250,250,250,0,0,0
44,101,27,26,102,117,220,221,158,157,158,310,0,0,0,0,0,0,0,0,0,0,0
43,104,105,20,106,119,161,0,0,0,0,0,57,0,310,310,0,0,0,0,0,0,0
44,107,23,22,45,114,163,0,0,0,0,0,0,59,0,57,57,0,0,0,0,0,0
39,24,108,24,109,115,320,0,0,0,0,0,0,0,0,0,390,390,0,0,0,0,0
41,26,110,111,55,493,118,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0
43,20,28,20,49,49,0,0,162,0,0,0,0,0,0,0,0,0,59,494,210,211,0
44,22,23,22,45,52,0,0,0,223,0,0,0,0,0,0,0,0,0,51,190,212,0
39,24,25,24,113,844,0,0,0,0,310,0,0,0,0,0,0,0,0,0,213,214,0
0,26,27,26,45,114,0,0,0,0,0,57,0,0,162,0,0,0,0,0,0,0,0
0,0,28,20,48,115,116,0,0,0,0,0,59,0,0,223,0,0,0,0,0,0,0
0,0,0,22,102,117,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,113,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,121,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,123,0,0,0,0,226,391,392,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,126,0,0,0,127,128,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0
