0,4,0,0,0,0,0,5,5,0,0,0,0,0,0
0,4,7,0,0,8,202,45,0,662,0,0,0,0,0
0,0,7,46,151,6,11,203,12,663,664,0,0,0,0
0,0,167,3,665,0,305,64,128,47,666,667,0,0,0
0,0,335,668,336,0,0,0,0,0,0,669,670,0,0
0,0,46,481,0,0,0,0,0,0,0,0,671,68,0
0,0,0,166,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72,72,0,0,0
0,0,101,0,0,186,0,0,0,0,48,74,75,68,0
0,0,206,102,0,343,16,0,0,0,76,77,78,68,0
0,0,0,103,104,672,673,19,0,0,0,79,80,674,0
0,0,0,0,108,52,53,109,0,0,0,0,0,68,0
0,0,0,0,0,55,56,17,67,0,0,0,0,68,0
0,0,0,0,0,69,57,17,18,0,0,0,0,68,0
0,0,0,0,0,0,71,20,58,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
