0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,93,13,12,13,93,12,93,93,12,13,13,93,12,13,13,12,13,93,12,93,13,12,0,0,0,0,0,0,0,0
18,14,15,94,96,15,16,94,15,120,94,15,95,16,94,15,95,16,15,96,94,15,94,96,15,0,0,0,0,0,0,0
11,22,24,15,16,121,15,95,16,15,121,16,15,16,95,16,15,16,16,15,121,96,15,96,121,15,0,0,0,0,0,0
11,19,25,24,15,16,16,15,16,96,15,16,16,15,16,16,96,15,16,96,15,16,121,15,121,96,15,0,0,0,0,0
11,14,32,23,24,15,95,97,15,97,122,15,95,97,15,95,97,122,15,97,122,15,97,97,15,97,122,15,0,0,0,0
18,19,24,25,26,27,123,124,124,123,124,124,123,124,124,123,124,124,124,123,124,124,123,124,124,123,124,124,157,0,0,0
11,22,25,24,25,29,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,0,0,0
18,14,25,25,24,29,125,126,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,125,126,0,0,0
18,22,24,25,32,27,125,126,50,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,162,163,126,0,0,0
885,22,25,24,25,29,125,126,50,53,127,53,55,56,53,53,53,53,53,53,53,53,53,55,56,127,886,0,126,0,0,0
0,887,23,25,24,29,125,126,50,53,33,128,53,57,53,53,53,53,53,53,53,53,53,53,57,33,888,0,126,0,0,0
0,0,889,26,25,27,125,126,50,53,53,53,53,53,53,53,53,55,56,53,53,53,53,53,53,53,164,0,126,0,0,0
0,890,891,892,25,29,125,126,50,53,55,56,53,127,127,127,127,127,129,127,127,127,127,53,55,56,164,0,126,0,0,0
893,894,895,896,24,29,125,126,50,53,53,57,53,130,131,131,131,131,131,131,131,131,48,128,53,57,164,0,126,0,0,0
18,897,898,899,98,27,125,126,50,53,53,53,53,130,132,55,56,53,53,53,53,53,133,128,53,53,164,0,126,0,0,0
11,22,900,0,99,134,135,160,50,53,53,53,53,130,132,53,129,127,127,127,53,53,133,128,53,53,164,0,136,53,53,0
11,19,25,901,99,53,53,161,902,55,56,53,53,130,132,53,130,243,243,48,128,53,133,137,56,53,164,0,53,53,53,0
11,14,32,25,24,138,139,903,50,53,57,53,53,130,132,53,130,130,48,244,137,56,133,128,57,53,164,0,140,53,53,0
18,19,24,25,25,27,141,142,904,53,53,53,53,130,905,56,130,33,52,244,128,57,133,128,53,53,164,0,142,34,34,0
11,22,25,24,23,29,125,126,50,53,53,53,53,130,132,57,33,52,52,52,128,53,133,128,53,53,164,0,126,0,0,0
18,14,25,25,24,30,125,126,50,53,53,55,56,130,132,53,53,53,53,53,55,56,133,128,53,53,164,0,126,0,0,0
11,22,24,25,32,27,125,126,50,53,53,53,57,130,143,144,144,144,144,144,144,906,133,128,53,53,164,0,126,0,0,0
11,19,25,24,25,29,125,126,50,53,53,53,53,33,52,52,52,52,52,52,52,52,52,128,53,55,56,0,126,0,0,0
0,14,25,32,24,29,125,126,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,907,0,126,0,0,0
0,0,24,25,25,27,125,126,50,53,127,53,53,53,53,53,53,53,53,53,55,56,53,53,53,127,886,0,126,0,0,0
0,0,0,24,23,29,125,126,50,53,33,128,55,56,53,53,53,53,55,56,53,57,53,53,53,33,888,0,126,0,0,0
0,0,0,0,24,30,125,125,50,908,247,247,908,145,908,908,908,908,908,145,908,908,908,908,908,247,247,0,126,0,0,0
0,0,0,0,0,27,125,125,125,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,126,0,0,0
0,0,0,0,0,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,910,911,0,0,0,0,0,912,896,0,0,0,0,0,913,914,0,0,0,0,0,915,916,0,0,0,0
0,0,0,0,0,917,918,914,0,0,0,0,919,920,916,0,0,0,0,921,852,853,0,0,0,0,922,876,923,0,0,0
0,0,0,0,0,0,921,924,98,0,0,0,0,922,925,98,0,0,0,0,855,926,98,0,0,0,0,882,927,98,0,0
0,0,0,0,0,0,0,0,99,134,0,0,0,0,0,99,134,0,0,0,0,0,99,134,0,0,0,0,0,99,134,0
0,0,0,0,0,0,0,0,99,53,53,0,0,0,0,99,53,53,0,0,0,0,99,53,53,0,0,0,0,99,53,53
0,0,0,0,0,0,0,0,0,138,139,0,0,0,0,0,138,139,0,0,0,0,0,138,139,0,0,0,0,0,138,139
0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,141,0,0,0,0,0,0,141,0,0,0,0,0,0,141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,928,853,0,0,0,0,0,929,923,0,0,0,0,0,930,98,0,0,0,0,0,0,98,0,0,0,0
0,0,0,0,0,855,856,98,0,0,0,0,882,880,98,0,0,0,0,861,857,98,0,0,0,0,0,0,98,0,0,0
0,0,0,0,0,0,861,857,98,0,0,0,0,883,0,98,0,0,0,0,863,0,98,0,0,0,0,0,0,98,0,0
0,0,0,0,0,0,0,863,99,134,0,0,0,0,0,99,134,0,0,0,0,0,99,134,0,0,0,0,0,99,134,0
0,0,0,0,0,0,0,0,99,53,53,0,0,0,0,99,53,53,0,0,0,0,99,53,53,0,0,0,0,99,53,53
0,0,0,0,0,0,0,0,0,138,139,0,0,0,0,0,138,139,0,0,0,0,0,138,139,0,0,0,0,0,138,139
0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,141,0,0,0,0,0,0,141,0,0,0,0,0,0,141
