0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,950,0,951,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,14,9,0,951,951,0,0,0,951,951,0,952,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13,14,14,950,0,951,951,951,0,951,951,951,951,954,1,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,14,14,14,9,0,951,951,956,957,951,951,951,951,952,1,1,958,959,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,14,14,14,14,950,0,951,951,961,951,951,951,951,951,954,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,14,14,14,14,14,9,0,951,951,951,951,951,951,951,951,952,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,14,14,14,14,14,963,950,0,951,951,951,951,951,951,951,964,954,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,14,14,14,14,14,10,10,965,0,951,951,951,951,951,951,966,10,965,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,14,14,14,14,14,14,967,968,969,970,951,951,951,951,951,951,971,968,969,970,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,14,14,14,14,14,14,14,972,973,959,962,974,947,974,947,974,947,972,973,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,14,14,14,14,14,14,14,14,975,976,959,0,0,0,0,0,0,0,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,14,14,14,14,14,14,14,14,975,976,959,0,0,0,0,0,0,977,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,14,14,14,14,14,14,14,14,975,976,959,0,0,0,0,0,0,977,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,14,14,14,14,14,14,14,14,975,976,959,0,0,0,3,0,0,977,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14,14,14,14,14,14,14,14,14,975,976,959,3,978,3,3,3,3,947,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,14,14,14,14,14,14,14,14,14,975,976,959,955,955,3,3,955,955,955,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,14,14,14,14,14,14,14,14,14,14,14,975,976,959,979,980,3,3,981,980,980,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,955,3,3,3,3,3,955,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,982,3,3,3,3,955,982,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,981,3,3,3,3,981,981,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,983,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,983,30,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,30,29,14,14,14,14,975,976,959,3,3,3,3,3,3,3,975,976,959,962,1,1,1,1,1,1,958,959,962,0,0,0,0,0
