0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,82,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0
102,22,44,9,6,22,44,9,6,22,44,9,6,22,44,9,6,22,44,9,6,22,44,9,10,5,6,7,6,15,0,0,0,0,0,0,0,0,0,0,12,13,0
185,66,8,7,21,10,8,7,21,10,8,7,21,10,8,7,21,10,8,7,21,10,8,7,21,6,8,6,9,10,18,0,0,0,0,0,0,0,0,0,0,12,12
192,27,158,10,6,22,21,10,6,22,21,10,6,22,21,10,6,22,21,10,6,22,21,10,6,22,21,6,249,250,21,15,0,0,0,0,0,0,0,0,0,0,0
160,193,105,114,22,7,5,6,22,7,5,6,22,7,5,6,22,7,5,6,22,7,5,6,22,7,5,9,10,11,251,6,18,0,0,0,0,0,0,0,0,0,0
102,25,68,149,87,44,6,7,8,44,6,7,8,44,6,7,8,44,6,7,8,44,6,7,8,44,6,7,7,6,11,252,8,15,0,0,0,0,0,0,0,0,0
185,66,17,25,158,27,259,165,256,164,253,165,256,164,164,165,256,164,253,165,256,164,259,165,256,164,253,165,253,28,88,88,254,592,0,0,0,0,0,0,0,0,0
192,27,158,195,26,144,257,262,13,13,12,13,13,13,13,13,13,206,13,12,13,13,13,31,13,13,13,206,13,13,13,13,206,32,0,0,0,0,0,0,0,0,0
160,193,105,114,83,20,13,261,207,13,13,31,13,13,13,13,13,13,207,13,31,13,13,12,13,13,13,13,207,257,13,12,13,255,0,0,0,0,0,0,0,0,0
102,25,68,149,87,69,13,12,13,13,13,13,13,13,13,13,12,13,13,13,13,13,206,13,31,13,13,13,13,13,261,13,31,32,0,0,0,0,0,0,0,0,0
185,66,17,25,158,27,13,13,31,12,13,13,13,13,13,13,13,31,13,13,13,13,257,207,13,13,13,13,13,13,12,13,13,32,0,0,0,0,0,0,0,0,0
192,27,158,195,26,144,13,13,13,13,31,13,13,13,13,13,13,13,13,13,13,13,13,261,13,13,13,13,12,13,13,31,13,32,0,0,0,0,0,0,0,0,0
160,193,105,114,83,20,13,13,13,13,13,13,13,13,13,13,206,257,13,13,13,13,13,13,13,13,13,206,13,31,13,13,13,32,0,0,0,0,0,0,0,0,0
39,25,68,149,87,69,13,13,257,13,13,13,13,13,12,13,13,207,261,13,13,12,13,13,13,13,13,13,207,13,13,12,13,32,0,0,0,0,0,0,0,0,0
0,40,17,25,158,27,13,12,206,261,13,13,13,13,13,31,13,13,13,13,13,13,31,13,13,13,13,13,13,12,13,13,31,32,0,0,0,0,0,0,0,0,0
0,0,41,195,26,144,13,12,31,207,13,12,13,13,13,13,12,13,13,13,13,13,13,13,13,13,12,13,13,13,31,13,257,32,0,0,0,0,0,0,0,0,0
0,0,0,40,83,20,13,13,31,13,13,13,31,13,206,13,13,31,13,13,13,13,257,13,13,206,13,31,13,13,13,12,13,258,0,0,0,0,0,0,0,0,0
0,0,0,0,41,69,13,13,13,13,13,13,13,13,13,207,13,13,13,13,13,13,13,261,13,13,207,13,13,13,13,13,31,32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,578,37,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,94,37,0,0,0,0,0,0,0,0,0
0,0,0,0,0,95,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,37,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
