0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,58,0,58,58,58,58,0,100,101,0,58,58,58,58,0,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,59,0,59,59,59,59,0,104,105,0,59,59,59,59,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,0,0,0,0,0,0,0,0,0,108,109,0,0,0,0,0,0,108,109,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,189,0,0,190,43,0,0,0,0,0,0,0,0,0
0,2,3,5,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,191,0,0,306,0,0,0,0,0,0,0,0,0
0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0
0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0
0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,43,0,0,0,0,0,0
0,2,35,0,0,0,0,0,0,0,604,605,209,209,210,211,209,209,210,211,209,209,210,211,209,606,210,211,0,0,0,0,0,0
0,2,36,37,0,168,0,0,0,0,0,330,331,0,0,212,213,0,0,212,213,0,0,212,213,0,306,212,213,0,0,0,0,0
0,2,0,40,41,0,192,0,0,0,0,208,333,331,0,0,214,213,0,0,214,213,0,0,214,213,0,306,214,213,0,0,0,0
0,2,3,0,44,0,0,0,0,0,0,208,0,333,331,0,0,214,213,0,0,214,213,0,0,214,213,0,306,214,213,0,0,0
0,2,3,5,0,0,0,0,0,0,0,329,0,0,333,334,0,0,214,215,0,0,214,215,0,0,214,215,0,306,214,215,0,43
0,2,3,5,0,0,0,0,0,0,0,330,331,0,0,335,336,0,0,217,216,0,0,217,216,0,0,217,216,0,307,217,216,43
0,2,3,5,0,0,0,0,0,0,0,208,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0,2,0,5,0,0,0,0,0,0,0,208,0,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,43
0,2,35,0,0,0,0,0,0,0,0,329,0,0,333,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,0,43
0,2,36,37,0,168,0,0,0,0,0,330,331,0,0,335,336,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,43
0,0,0,40,41,0,192,0,0,0,0,208,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,44,0,0,0,0,0,0,208,0,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,39,0,0,0,0,0,329,0,0,333,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,166,42,0,0,0,0,330,331,0,0,335,336,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,609,168,610,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,609,179,611,612,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,10,179,613,612,614,333,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,1,615,179,616,614,0,335,336,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,0,617,618,619,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,607,608
0,0,0,0,0,0,0,0,0,0,0,0,0,333,331,0,0,0,0,0,168,168,168,168,168,168,168,168,168,168,193,194,607,608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,334,0,153,153,153,195,196,196,196,196,196,196,196,196,196,196,194,607,608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,336,0,152,152,152,152,152,152,152,152,152,152,152,152,152,152,607,608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,197,197,197,620,621,621,621,621,621,621,621,621,621,621,608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
