21,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0
23,24,25,25,27,25,25,25,25,25,27,25,25,0,0,0,0,0,0
23,24,30,25,25,25,25,25,25,27,25,25,28,159,0,0,0,0,0
23,24,26,26,27,25,25,25,25,25,25,112,216,217,82,0,0,0,0
23,24,26,26,26,31,462,662,663,31,31,31,218,219,220,82,0,0,0
23,24,30,26,26,33,34,0,221,465,34,35,36,36,222,223,224,0,0
23,24,26,26,26,33,38,39,40,84,38,39,40,40,40,225,226,0,0
0,24,26,26,26,33,38,39,40,84,38,39,227,228,228,229,40,61,62
0,0,30,26,26,33,42,42,40,40,42,42,227,177,174,176,41,43,43
0,0,0,26,26,33,40,40,40,40,40,40,227,177,174,176,41,0,0
0,0,0,0,26,33,40,40,40,40,40,40,227,230,178,176,41,0,0
0,0,0,0,0,33,40,40,40,40,40,40,40,231,231,231,41,0,0
0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,0,0
