0,1,1,1,1,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,58,58,58,0,0,0,0,0
0,2,0,0,0,59,59,59,0,0,0,0
0,2,0,3,0,0,0,0,0,0,0,0
0,2,278,313,5,0,0,0,0,0,0,0
0,2,287,288,315,0,0,0,0,154,0,43
0,2,0,226,98,317,0,0,10,154,289,43
0,2,0,3,228,229,511,168,290,154,179,272
0,2,35,0,5,228,231,179,179,291,179,272
0,2,36,37,0,0,292,0,179,289,293,272
0,2,0,40,41,0,0,0,0,0,0,43
0,2,35,0,44,0,0,0,0,0,0,43
0,2,36,37,0,0,0,0,0,0,0,43
0,0,0,40,41,0,0,0,0,154,0,43
0,0,0,0,44,0,0,0,0,154,179,43
0,0,0,0,0,0,168,168,168,512,179,272
0,0,0,0,0,0,0,179,179,289,293,272
0,0,0,0,0,0,10,10,175,179,175,272
0,0,0,0,0,0,0,0,0,2,43,0
0,0,0,0,0,0,0,0,0,170,43,0
0,0,0,0,0,0,0,0,0,0,0,0
