10,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8960,8960,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,768,8709,768,7,7,7,257,769,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,768,8709,768,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,768,768,768,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,768,768,7,7,7,7,7,7,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,768,768,7,7,7,7,7,7,7,7,7,7,7,7
