0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,495,128,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,496,497,498,408,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,499,497,499,500,128,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,499,497,499,497,498,408,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,499,497,499,499,499,500,128,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,501,497,497,499,497,497,497,498,408,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,501,502,499,499,499,499,499,499,500,128,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,503,502,501,497,497,497,497,497,497,498,408,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,408,503,501,502,499,499,499,499,499,499,500,128,409,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,504,504,504,145,100,0,0,0,0,0,0,0,0
0,0,408,408,505,502,501,497,497,497,497,497,497,498,409,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,307,226,226,226,226,226,226,226,226,226,226,226,0,0,506,84,507,160,0,0,0,0,0,0,0,0
0,0,408,408,128,503,501,502,499,499,499,499,499,499,508,509,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,159,159,159,159,159,154,146,146,146,0,263,228,87,510,0,0,0,0,0,0,0,0
0,0,408,408,128,408,505,502,501,497,497,497,497,497,497,511,509,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,159,159,159,159,159,154,225,262,262,262,263,324,277,410,411,292,0,0,0,0,0,0
0,0,0,408,128,408,128,503,501,502,499,499,499,499,499,499,512,509,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,159,159,159,159,159,154,225,372,412,513,514,413,515,414,304,304,0,0,0,0,0,0
0,0,0,415,128,408,128,408,505,502,501,497,497,497,497,497,497,516,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,159,159,159,159,159,154,225,263,376,290,228,416,333,160,0,0,0,0,0,0,0,0
0,0,0,415,128,408,128,408,128,503,501,502,499,499,499,499,499,499,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,159,159,159,159,159,154,225,263,517,506,416,323,333,160,0,0,0,0,0,0,0,0
0,0,0,415,128,408,128,408,128,408,505,502,501,497,497,497,497,497,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,154,146,146,146,146,146,225,263,413,323,303,333,82,160,0,0,0,0,0,0,0,0
0,0,0,415,128,408,128,408,128,408,128,503,501,502,499,499,499,499,82,82,82,82,82,82,82,82,82,82,82,82,82,82,171,226,159,159,159,154,225,262,262,262,262,262,263,413,333,82,82,82,160,0,0,0,0,0,0,0,0
0,0,0,415,128,408,128,408,128,408,128,408,505,502,501,497,497,499,82,82,82,82,82,82,171,171,171,171,171,171,171,171,171,226,159,159,159,154,225,417,513,513,513,513,513,418,333,171,171,82,160,0,0,0,0,0,0,0,0
