0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,119,793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,179,794,795,52,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,46,131,52,56,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,124,46,56,796,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,46,124,796,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,124,445,495,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,467,495,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,53,54,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,57,0,80,130,130,0,0,0,0,0,0,0,0
0,2,0,0,0,0,60,61,204,137,132,0,0,0,0,0,0,0
0,2,0,0,0,0,0,62,502,122,225,219,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,46,46,468,461,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,124,124,180,375,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,797,797,375,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,446,446,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,799,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,447,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,800,449,130,130,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,801,204,137,132,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,179,122,225,802,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,46,46,803,319,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,124,804,319,319,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,445,0,319,319,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,319,319,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,319,319,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
