8,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,19456,19456,19456,19456,19456
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2305,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,7,7,7,1536,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,1280,1280
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,1280,1280
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,7,7,1280,1280
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,7,7,1024,1024
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,7,7,768,768
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,7,7,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,7,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2048,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2048,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,2048,1792,1792,1792,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,2048,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,2048,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1536,1536,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1280,1280,7,7,7,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,7,7,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,7,7,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,1024,768,512,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,768,768,771,512,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,768,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,774,16384,16384,16384
