0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
0,0,0,78,78,78,79,79,294,78,79,79,0,0,0,0,0,0,0
0,0,0,0,291,291,218,294,294,27,218,294,294,0,0,0,0,0,0
0,0,0,0,203,222,18,25,27,33,33,292,27,33,0,0,0,0,0
0,0,0,0,0,295,296,121,220,25,27,292,25,25,27,0,0,0,0
0,0,0,0,0,351,0,18,224,18,225,225,225,225,225,225,0,0,0
0,0,0,0,0,66,0,0,224,18,155,6,6,6,6,146,36,0,0
0,0,0,0,3,0,203,0,0,18,116,114,114,114,114,114,36,0,0
0,0,0,0,0,0,66,226,0,0,116,18,292,27,292,27,292,0,0
0,3,78,0,0,0,0,351,0,0,0,18,2,162,162,162,162,162,0
0,0,0,51,51,0,0,0,0,0,0,0,2,297,298,298,298,298,36
0,0,0,203,299,300,0,0,0,162,162,162,162,297,298,298,298,298,36
0,0,0,0,295,1012,415,51,0,297,298,298,298,298,298,298,298,298,36
0,0,0,0,351,0,300,417,300,206,1013,1013,298,298,298,298,298,298,36
0,0,0,0,66,0,0,417,300,1014,54,301,300,298,298,298,298,298,36
0,0,0,0,0,203,0,0,18,417,231,231,300,139,298,298,298,298,36
0,0,0,0,0,66,226,0,0,224,18,316,27,2,297,298,298,298,36
0,0,0,0,0,0,203,0,0,0,18,116,18,162,297,298,298,298,36
0,0,0,0,0,0,66,226,0,0,0,116,18,297,298,298,298,298,36
0,0,0,0,0,0,0,351,0,0,0,0,18,297,298,298,298,298,36
0,0,0,0,0,0,0,66,162,162,162,162,162,297,298,298,298,298,36
0,0,0,0,0,0,0,0,302,160,160,160,160,160,160,160,160,160,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
