0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,303,1015,1016,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,304,481,481,0,0,0,0,0,0,0,0,71,0,0,0
0,0,0,0,120,0,1017,1017,0,0,0,0,0,0,0,519,0,0,0
0,0,0,0,15,304,481,481,481,0,0,0,0,0,0,0,0,0,0
103,60,0,103,5,304,0,1017,1017,1017,0,0,88,88,88,88,88,0,0
0,303,1018,1,303,120,304,336,1019,639,1019,0,87,77,77,77,77,216,0
103,5,304,305,306,304,304,304,13,307,154,307,87,0,0,0,0,1020,0
0,303,120,14,71,308,1021,304,304,77,77,77,77,0,0,0,0,1020,0
0,5,304,14,1016,0,0,308,1022,0,0,0,0,0,0,0,0,1020,0
0,0,120,304,481,481,0,0,0,167,167,167,0,0,0,0,0,1020,0
0,5,103,304,424,1017,1017,0,0,335,335,0,0,0,0,0,0,1020,0
0,0,120,303,304,481,481,481,0,0,481,481,0,87,0,0,0,1020,0
0,0,0,9,304,424,1017,1017,1017,0,87,402,62,87,0,0,0,1020,0
0,0,0,0,9,304,481,481,481,481,212,614,212,77,0,0,0,1020,0
0,0,0,0,0,304,424,1017,1017,1017,1017,614,212,0,0,0,0,1020,0
0,0,0,0,0,0,304,481,481,481,481,481,212,0,0,0,0,1020,0
0,0,0,0,0,0,0,424,309,309,309,309,309,310,310,310,310,1020,0
0,0,0,0,0,0,0,0,311,311,311,311,311,311,311,311,311,311,0
