0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,264,264,264,264,264,264,264,264,914,265,266,264,267,264,268,264,267,267,267,267,267,267,265,268,266,266,265,268,266,266,265,268,266,266,265,268,0,0,0,0,0,0,0,0
0,268,268,915,916,269,268,268,268,270,917,266,265,264,267,265,265,267,268,268,267,267,271,267,264,265,266,268,264,265,266,268,265,265,266,268,264,265,0,0,0,0,0,0,0
0,918,266,268,919,920,269,268,266,264,921,922,266,264,264,271,269,264,268,266,268,267,264,267,267,266,268,265,265,266,268,265,265,266,266,266,266,265,264,0,0,0,0,0,0
0,0,923,266,924,267,264,268,266,268,264,925,926,265,265,268,266,265,268,266,266,268,269,271,271,271,265,266,266,268,265,266,266,266,265,266,266,268,266,265,0,0,0,0,0
0,0,0,266,268,927,267,268,266,266,264,264,928,266,265,265,265,266,268,266,268,266,268,264,271,267,267,265,266,266,265,265,266,266,265,265,266,266,265,265,929,0,0,0,0
0,0,0,930,266,931,267,267,932,268,268,264,599,933,266,266,266,266,266,266,268,266,266,266,267,267,271,264,268,265,265,268,266,265,265,268,266,265,265,268,934,935,0,0,0
0,0,0,0,266,265,936,937,267,938,268,268,268,939,266,266,265,266,266,266,266,266,266,266,264,266,940,267,265,268,268,265,269,268,268,265,269,268,268,265,269,941,0,0,0
0,0,0,0,942,266,268,268,943,267,944,83,83,83,945,266,946,266,266,266,268,266,266,266,266,266,268,269,947,558,558,558,558,558,558,948,949,949,949,950,949,448,0,0,0
0,0,0,0,0,923,951,266,268,952,953,953,954,954,955,956,265,957,266,266,266,958,266,268,266,264,266,959,949,290,290,290,231,960,231,961,229,290,290,290,962,963,0,0,0
0,0,0,0,0,0,964,965,266,231,231,231,231,231,231,966,967,968,969,970,266,265,971,266,266,269,507,558,972,290,290,290,231,961,229,231,231,962,962,962,973,232,0,0,0
0,0,0,0,0,0,930,974,975,272,976,977,978,272,976,977,979,980,981,982,983,984,982,985,986,987,988,273,273,989,272,989,273,273,273,273,273,273,273,273,273,232,0,0,0
0,0,0,0,538,342,342,990,342,342,991,991,342,342,991,991,342,992,993,993,993,994,995,996,997,998,342,342,342,342,991,342,342,342,342,342,342,342,999,1000,342,342,342,342,0
0,0,0,0,538,341,341,341,341,341,341,341,341,1001,1001,341,341,341,1002,1003,1004,1004,1004,1004,1004,1004,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,0
0,0,0,0,0,1005,274,274,275,1006,1007,274,274,1008,1008,274,0,0,0,0,0,0,0,0,0,476,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1005,1005,0
0,0,0,0,0,0,276,231,277,277,231,231,231,277,231,231,231,0,946,266,266,268,264,1009,0,507,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,232,0,0,0
0,0,0,0,0,0,276,231,231,231,231,231,231,231,231,231,231,231,265,957,266,268,266,1010,1011,1012,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,232,0,0,0
0,0,0,0,0,0,276,231,231,231,231,231,231,231,231,231,231,231,268,266,266,266,266,266,266,1013,231,231,231,231,231,231,231,231,231,231,290,290,290,290,290,232,0,0,0
0,0,0,0,0,0,276,231,231,231,231,231,231,231,231,231,231,231,265,266,266,266,266,266,265,268,1014,231,231,231,231,231,231,231,231,231,290,290,290,290,290,232,0,0,0
0,0,0,0,0,0,784,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1016,268,266,266,1017,266,265,268,268,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,0,0,0
0,0,0,0,0,0,0,1018,265,266,266,265,265,266,265,266,265,266,265,1019,266,266,266,1020,266,268,268,266,265,266,265,266,265,266,265,266,265,266,265,266,265,266,265,0,0
0,0,0,0,0,0,0,0,903,903,903,903,903,903,903,903,903,903,903,903,903,903,1021,1021,1022,1022,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,0,0
