0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,66,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,272,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,66,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,66,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3,2,0,0,0,267,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0
0,0,0,0,124,19,0,0,125,28,28,28,28,28,28,28,28,28,28,28,28,126,109,0
26,0,3,0,127,128,20,0,125,129,119,130,130,130,130,130,130,130,130,130,131,129,109,95
842,843,26,0,132,133,21,22,125,129,109,99,99,99,99,99,99,99,99,99,37,129,109,95
844,845,134,846,0,19,32,135,125,129,109,95,59,59,59,59,59,59,59,59,37,129,109,95
0,25,97,847,848,0,136,137,137,129,109,95,0,0,0,0,0,0,0,0,180,129,109,95
0,0,27,25,19,848,0,138,119,119,109,95,0,0,0,0,0,0,0,0,180,849,109,95
0,0,0,27,27,136,848,0,2,99,99,95,0,0,0,0,0,0,0,0,180,849,109,95
0,3,0,3,33,33,138,848,0,272,59,59,0,0,0,0,0,0,0,0,180,849,109,95
0,0,0,0,0,41,33,2,850,272,0,0,0,0,0,0,0,0,0,0,180,849,109,95
0,0,0,0,0,0,44,27,107,851,26,26,238,238,238,0,0,0,0,0,180,849,109,95
0,0,0,0,0,0,272,47,33,33,139,28,28,257,852,853,0,0,0,0,180,849,109,95
0,0,0,0,0,0,66,0,27,27,33,107,130,131,6,140,53,26,26,26,37,129,109,95
0,0,0,0,0,0,3,217,0,99,99,99,99,37,6,28,28,28,28,28,28,129,109,95
0,0,0,0,0,0,0,272,0,0,59,59,59,34,130,130,130,130,130,130,130,130,109,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59
