0,0,0,0,0,0,0,0,0,0
0,557,557,0,0,0,0,0,0,0
0,558,559,559,0,0,0,0,0,0
0,560,561,562,11,0,0,0,0,0
0,0,563,17,11,11,0,0,0,0
0,0,7,16,14,11,12,0,0,0
0,0,9,13,17,17,12,564,0,0
0,0,9,13,17,14,283,11,15,0
0,0,9,10,16,14,16,24,19,20
0,0,9,13,14,16,16,18,21,25
0,0,9,10,16,17,16,18,21,25
0,0,9,13,14,16,14,18,21,25
0,0,9,13,16,16,16,18,21,25
0,0,9,13,16,17,16,18,21,25
0,0,9,13,17,16,14,18,21,25
0,0,9,13,16,14,17,18,21,25
0,0,9,13,16,16,16,24,21,25
0,0,9,13,17,16,16,18,21,25
0,0,9,13,16,14,16,18,21,25
0,0,9,13,162,16,16,18,21,25
0,0,9,13,163,164,16,18,21,25
0,0,9,13,16,165,166,18,21,25
0,0,9,13,17,16,406,407,21,25
0,0,9,13,16,14,16,21,21,25
0,0,9,10,16,16,16,18,21,25
0,0,9,13,14,16,16,18,21,25
0,0,9,13,16,16,16,18,21,25
0,0,9,13,17,16,16,18,21,25
0,0,9,13,162,14,17,18,21,25
0,0,9,13,163,164,16,24,21,25
0,0,9,13,16,165,166,18,21,25
0,0,9,13,17,16,406,407,21,25
0,0,9,13,16,14,16,21,21,25
0,0,9,13,17,16,16,18,21,25
0,0,9,13,16,14,16,18,21,25
0,0,9,13,16,16,16,18,21,25
0,0,9,13,17,16,17,18,21,25
0,0,9,13,162,14,17,24,21,25
0,0,9,13,163,164,16,24,21,25
0,0,9,13,16,165,166,18,21,25
0,0,9,13,17,16,406,407,21,25
0,0,9,13,16,14,16,21,21,25
0,0,0,13,17,16,16,18,21,25
0,0,0,0,16,14,16,18,21,25
0,0,0,0,0,16,16,18,21,25
0,0,0,0,0,0,17,18,21,25
0,0,0,0,0,0,0,24,21,25
0,0,0,0,0,0,0,0,26,26
