549,0,0,0,0,0,0,0,0,0
0,550,551,551,0,0,0,0,0,0
0,552,553,0,0,0,0,0,0,0
0,0,0,553,0,0,0,0,0,0
0,0,0,0,553,0,0,0,0,0
0,0,0,2,0,553,0,0,0,0
0,0,0,2,0,0,553,0,0,0
0,0,0,2,0,0,0,553,0,0
0,0,0,2,0,0,0,0,554,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,0,6,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,0,6,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,0,6,0,0,0
0,0,0,2,140,398,555,0,0,0
0,0,0,2,0,399,400,556,0,0
0,0,0,2,0,0,401,402,0,0
0,0,0,2,0,5,0,403,404,0
0,0,0,2,0,0,6,0,405,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,0,6,0,0,0
0,0,0,2,140,398,555,0,0,0
0,0,0,2,0,399,400,556,0,0
0,0,0,2,0,0,401,402,0,0
0,0,0,2,0,5,0,403,404,0
0,0,0,2,0,0,6,0,405,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,0,6,0,0,0
0,0,0,2,140,398,555,0,0,0
0,0,0,2,0,399,400,556,0,0
0,0,0,2,0,0,401,402,0,0
0,0,0,2,0,5,0,403,404,0
0,0,0,2,0,0,6,0,405,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
