21,22,22,22,22,22,22,22,22,22,0,0,0,0,0
23,248,946,28,28,28,28,29,27,25,25,0,0,0,0
23,248,250,349,27,25,25,25,25,25,114,350,0,0,0
23,248,250,349,351,25,25,27,25,27,221,221,82,0,0
23,248,250,352,351,947,948,948,948,948,948,323,323,949,0
23,24,120,251,351,947,950,951,951,951,951,951,952,953,954
23,24,26,59,353,351,354,955,955,955,955,955,955,955,954
23,24,26,26,59,353,252,40,40,40,40,40,40,40,41
0,24,30,26,26,59,121,227,956,228,228,228,229,40,41
0,0,26,26,30,33,341,227,957,174,174,174,176,40,41
0,0,0,26,26,33,40,227,177,174,174,174,176,40,41
0,0,0,0,30,33,40,227,230,178,178,178,176,40,41
0,0,0,0,0,33,40,40,231,231,231,231,231,40,41
0,0,0,0,0,0,43,43,43,43,43,86,41,43,43
0,0,0,0,0,0,0,0,0,0,0,87,41,0,0
0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
