0,186,288,9,9,9,9,88,63,0,0,0,0,0,0
0,343,16,344,14,14,14,14,15,65,912,378,0,0,0
0,97,345,19,152,913,152,152,152,346,914,166,0,0,0
0,0,99,19,0,915,148,916,915,97,98,0,0,0,0
0,0,392,0,0,917,918,919,920,918,99,100,921,921,347
0,0,2,0,0,0,922,923,924,925,923,926,927,928,929
0,0,930,0,0,0,0,931,931,931,931,931,931,931,931
0,0,932,933,3,0,0,934,348,0,0,0,935,0,0
0,0,0,936,937,0,0,148,938,939,0,0,148,0,0
0,0,0,0,940,0,941,0,0,942,943,0,0,0,0
0,0,0,0,0,0,0,0,0,0,238,51,0,0,944
0,0,0,0,0,0,0,0,0,935,0,148,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
