22,22,22,0,0,0,87,87,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
24,143,143,25,178,129,130,0,27,143,25,0,0,0,0,0,0,0,0,0,0,0,0
24,26,26,49,63,179,88,0,27,29,49,71,0,0,0,0,0,0,0,0,0,0,0
24,26,26,49,63,64,65,0,27,29,131,132,72,0,0,0,0,0,0,0,0,0,0
24,57,57,49,63,64,65,0,27,29,131,132,50,0,0,0,0,0,0,0,0,0,0
24,49,133,133,63,64,65,0,27,29,131,132,50,0,0,0,0,0,0,0,0,0,0
36,49,63,134,134,64,65,0,27,29,131,132,50,0,0,0,0,0,0,0,0,0,0
0,144,63,134,66,64,65,0,54,55,131,132,50,0,0,0,0,0,0,0,0,0,0
0,145,134,134,64,166,601,0,0,58,59,132,50,0,0,0,0,0,0,0,0,0,0
0,145,66,66,64,27,31,46,0,0,62,136,50,0,0,0,0,0,0,0,0,0,0
0,145,64,67,67,54,55,47,48,0,0,0,662,33,0,0,0,0,0,0,0,0,0
0,146,64,65,0,0,58,59,132,72,0,0,170,169,562,33,0,0,0,0,0,0,0
0,0,110,65,0,0,0,62,136,50,0,0,170,169,34,169,562,33,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,289,34,169,34,169,562,87,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,34,169,34,169,173,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,34,169,147,147,96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,96,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
