9,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,18176,18176,18176,18176,18176,18176,0,0,0,18176,18176,18176,18176,18176,18176,18176,18176,18176,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,18176,18176,18176,18176,18176,18176,0,0,18176,1797,1797,18176,18176,18176,512,512,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,1536,1536,18176,18176,18176,512,512,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,1024,1024,1024,1024,512,512,512,512,512,1280,1280,512,512,512,512,512,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,1024,1024,1024,1024,512,512,512,512,512,1024,1024,512,512,512,512,512,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,1024,1024,1024,1024,17408,512,512,512,512,768,768,512,512,512,512,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,1024,1024,1024,1024,16384,16384,512,512,512,512,512,512,512,512,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,1024,1024,1024,1024,16384,16384,16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,768,768,768,768,16384,16384,16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,768,768,768,768,16384,16384,16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,18176,512,512,512,512,16384,16384,16384,16384,512,512,512,512,16384,0,0,16384,16384,16384,512,512,512,512,512
16384,16384,16384,16384,18176,512,512,512,512,16384,16384,16384,16384,512,512,512,512,16384,0,0,16384,16384,16384,512,7,7,7,512
16384,16384,16384,16384,18176,256,256,256,256,16384,16384,16384,16384,512,512,512,512,16384,16384,16384,16384,16384,16384,512,7,7,7,512
16384,16384,16384,16384,18176,256,256,256,256,16384,16384,16384,16384,512,512,512,512,512,512,512,17664,512,512,512,512,512,512,512
16384,16384,16384,16384,18176,256,8197,8197,256,16384,16384,16384,16384,512,512,512,512,512,512,512,17664,512,512,512,512,512,512,512
16384,16384,16384,16384,18176,256,256,256,256,16384,16384,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
