0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,323,0,0,0,0,322,323,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,325,0,0,0,0,324,325,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,322,323,0,0,0,0,322,323,0,0,0,0,0,0,326,327,0,0,0,0,326,327,0,0,0,278,278,278,278,0,0,0
0,0,0,0,0,0,0,0,324,325,0,0,0,0,324,325,0,0,0,0,0,0,0,0,0,0,278,278,278,278,278,278,12,197,0,0,365,0,0
0,0,0,0,0,555,556,0,0,326,327,0,0,0,0,326,327,0,0,0,278,278,278,278,278,278,12,197,0,0,0,0,12,200,0,0,0,0,240
0,0,0,0,0,463,398,557,0,0,0,0,0,0,278,278,278,278,278,278,12,197,0,0,0,0,12,200,0,0,0,0,12,200,0,0,0,0,240
0,0,0,0,0,0,399,400,558,278,278,278,278,278,12,197,0,0,0,0,12,200,0,0,0,0,12,200,0,0,0,0,147,559,433,433,365,0,0
0,0,0,0,0,0,560,401,234,392,0,0,0,0,12,200,0,0,0,0,12,200,0,0,0,0,147,559,433,433,433,433,561,328,0,0,0,0,0
0,0,0,0,0,0,0,402,0,0,0,0,0,0,12,200,0,0,0,0,147,559,433,433,433,433,561,328,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,464,0,0,0,0,0,147,559,433,433,433,433,561,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,562,433,433,433,433,561,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
