0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6,25,8,26,6,25,8,26,6,25,8,26,6,25,8,26,6,25,8,26,6,25,8,26,6,25,8,26,6,25,8,26,6,1,0,0,0,0
7,182,24,26,23,5,24,26,23,5,24,26,23,5,24,26,23,5,24,26,23,5,24,26,23,5,24,26,23,5,24,26,23,5,24,3,0,0,0
57,9,11,8,56,6,55,8,56,6,55,8,56,6,55,8,56,6,55,8,56,6,55,8,56,6,55,8,56,6,55,8,56,6,55,8,1,0,0
62,68,417,160,55,24,25,23,55,24,25,23,55,24,25,23,55,24,25,23,55,24,25,23,55,24,25,23,55,24,25,23,55,24,25,23,55,3,0
59,63,168,234,162,23,6,26,25,23,6,26,25,23,6,26,25,23,6,26,25,23,6,26,25,23,6,26,25,23,6,26,25,23,6,26,25,23,1
7,182,65,58,10,161,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,70,67,87
57,9,11,60,61,58,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,75
62,68,417,160,63,111,69,75,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1022,69,69,69,69,75
59,63,168,234,162,231,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
7,182,65,58,10,161,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
57,9,11,60,61,58,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
62,68,417,160,63,111,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
59,63,168,234,162,231,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
7,182,65,58,10,161,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
57,9,11,60,61,58,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
33,68,417,160,63,111,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
0,34,168,234,162,231,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
0,0,36,58,10,161,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
0,0,0,34,61,58,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
0,0,0,0,36,111,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,69,69,69,75
0,0,0,0,0,756,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,69,69,74,73
0,0,0,0,0,101,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,69,69,74,0
0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,0
