645,646,646,646,646,646,647,740,741,740,741,740,741,740,741,646,646,646,646,647,0,0,0,0,0,0,0,0,0
645,742,648,649,649,649,650,651,743,744,743,744,743,744,743,648,649,649,649,650,651,0,0,0,0,0,0,0,0
645,742,745,652,653,654,654,655,656,746,746,746,746,746,746,746,652,653,654,653,655,656,0,0,0,0,0,0,0
645,742,745,747,652,657,658,659,660,656,748,748,748,748,748,748,748,652,661,658,657,660,656,0,0,0,0,0,0
645,742,745,749,747,652,661,659,661,660,656,750,750,750,750,750,750,750,652,659,659,661,660,656,0,0,0,0,0
645,751,745,747,749,749,662,663,664,663,665,752,753,753,753,753,753,753,753,662,664,664,663,665,666,0,0,0,0
645,754,755,749,747,747,756,667,668,668,668,669,45,181,45,45,45,45,45,45,667,668,668,668,669,0,0,0,0
645,742,757,758,749,749,756,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0
645,742,745,759,758,747,756,45,45,181,45,45,45,45,45,45,45,181,45,45,45,45,181,45,45,0,0,0,0
645,742,745,749,759,758,756,181,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
645,742,745,749,749,759,762,45,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
645,751,745,749,747,747,763,45,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
540,764,755,747,749,749,756,45,45,45,181,760,761,761,761,761,761,761,761,761,181,45,45,45,45,0,0,0,0
540,383,670,758,747,747,756,45,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
540,383,431,670,758,749,756,45,45,181,45,760,761,761,761,761,761,761,761,761,45,45,45,181,45,0,0,0,0
540,383,387,387,670,758,756,45,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
540,383,387,431,387,670,762,181,45,45,45,760,761,761,761,761,761,761,761,761,45,45,45,45,45,0,0,0,0
540,383,431,387,431,387,55,55,45,45,45,0,765,765,765,765,765,765,765,765,45,45,45,169,55,58,0,0,0
0,383,387,387,431,387,431,671,45,45,45,45,45,45,45,181,181,45,45,45,45,45,45,169,171,671,593,0,0
0,0,431,431,387,387,431,534,55,45,45,45,45,45,45,45,45,45,45,45,45,45,169,55,171,269,271,271,0
0,0,0,387,387,431,387,534,535,45,45,45,181,45,47,766,767,45,45,45,181,45,169,171,671,269,270,0,0
0,0,0,0,431,387,431,534,535,55,55,45,45,45,47,381,382,45,45,45,169,55,55,171,269,271,270,0,0
0,0,0,0,0,387,431,534,535,0,671,55,55,45,45,83,385,0,169,55,55,171,671,671,269,270,0,0,0
0,0,0,0,0,0,387,534,535,0,0,271,671,51,51,51,0,0,0,34,671,671,269,271,271,270,0,0,0
0,0,0,0,0,0,0,534,535,0,0,0,0,271,0,0,0,0,0,0,269,271,271,270,0,0,0,0,0
0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0
